"","Mapa","Cve_Ent","Nom_Ent","Nom_Abr","Cve_Mun","Nom_Mun","Cve_Loc","Nom_Loc","Ámbito","Latitud","Longitud","Lat_Decimal","Lon_Decimal","Altitud","Cve_Carta","Pob_Total","Pob_Masculina","Pob_Femenina","Total De Viviendas Habitadas"
"154","100050334","10","Durango","Dgo.","005","Durango","0334","El Saltito (El Recreo)","R","23°54´13.682""N","104°33´35.855""W",23.903801,-104.55996,1893,"F13B12","0","0","0","0"
"155","100050336","10","Durango","Dgo.","005","Durango","0336","El Registrillo","R","24°00´07.214""N","104°24´47.164""W",24.002004,-104.413101,1871,"G13D82","32","16","16","11"
"156","100050337","10","Durango","Dgo.","005","Durango","0337","San Pedro de la Casita (Las Latas)","R","23°42´44.776""N","104°47´06.202""W",23.712438,-104.785056,2141,"F13B21","0","0","0","0"
"157","100050339","10","Durango","Dgo.","005","Durango","0339","Los Bajíos de Víctor","R","23°32´41.078""N","104°41´23.969""W",23.544744,-104.689991,2744,"F13B21","6","*","*","2"
"158","100050340","10","Durango","Dgo.","005","Durango","0340","La Ferrería (Cuatro de Octubre)","R","23°57´37.553""N","104°39´39.777""W",23.960431,-104.661049,1881,"F13B12","2021","960","1061","457"
"159","100050341","10","Durango","Dgo.","005","Durango","0341","San Miguel de Casa Blanca","R","24°08´46.533""N","104°42´41.386""W",24.146259,-104.711496,1927,"G13D81","2","*","*","1"
"160","100050342","10","Durango","Dgo.","005","Durango","0342","San Francisco del Manzanal","R","23°52´10.960""N","104°27´44.552""W",23.869711,-104.462376,1899,"F13B12","434","218","216","98"
"161","100050343","10","Durango","Dgo.","005","Durango","0343","San José del Cristo","R","24°08´51.806""N","104°43´17.856""W",24.147724,-104.721627,1917,"G13D81","2","*","*","1"
"162","100050344","10","Durango","Dgo.","005","Durango","0344","El Álamo","R","24°10´51.101""N","104°36´15.322""W",24.180861,-104.604256,1870,"G13D82","1","*","*","1"
"163","100050345","10","Durango","Dgo.","005","Durango","0345","Residencial Los Arcos [Fraccionamiento]","R","24°05´48.554""N","104°41´28.696""W",24.096821,-104.691304,1964,"G13D81","0","0","0","0"
"164","100050346","10","Durango","Dgo.","005","Durango","0346","San Joaquín","R","23°54´23.688""N","104°28´52.034""W",23.90658,-104.481121,1883,"F13B12","-","-","-","-"
"165","100050347","10","Durango","Dgo.","005","Durango","0347","San Juan Aguinaldo","R","23°52´14.783""N","105°02´39.606""W",23.870773,-105.044335,2577,"F13A19","56","30","26","14"
"166","100050349","10","Durango","Dgo.","005","Durango","0349","Revueltas [Rancho]","R","23°58´00.989""N","104°38´36.576""W",23.966941,-104.643493,1880,"F13B12","7","*","*","2"
"167","100050350","10","Durango","Dgo.","005","Durango","0350","Los Dos Arbolitos","R","24°07´13.188""N","104°32´48.511""W",24.12033,-104.546809,1860,"G13D82","0","0","0","0"
"168","100050354","10","Durango","Dgo.","005","Durango","0354","La Morena (Los Valles)","R","24°09´02.051""N","104°32´22.056""W",24.15057,-104.53946,1870,"G13D82","7","*","*","1"
"169","100050362","10","Durango","Dgo.","005","Durango","0362","Rancho California","R","24°10´30.556""N","104°33´14.227""W",24.175154,-104.553952,1864,"G13D82","1","*","*","1"
"170","100050363","10","Durango","Dgo.","005","Durango","0363","San Gabriel","R","24°10´13.323""N","104°33´08.753""W",24.170368,-104.552431,1863,"G13D82","3","*","*","1"
"171","100050364","10","Durango","Dgo.","005","Durango","0364","Santa Celia","R","24°10´43.873""N","104°32´36.191""W",24.178854,-104.543386,1863,"G13D82","4","*","*","1"
"172","100050365","10","Durango","Dgo.","005","Durango","0365","Los Álamos","R","24°08´02.338""N","104°32´59.430""W",24.133983,-104.549842,1859,"G13D82","3","*","*","1"
"173","100050374","10","Durango","Dgo.","005","Durango","0374","El Campeón","R","24°08´54.642""N","104°31´28.527""W",24.148512,-104.524591,1859,"G13D82","4","*","*","1"
"174","100050375","10","Durango","Dgo.","005","Durango","0375","Rancho la Pradera","R","24°08´33.480""N","104°29´51.446""W",24.142633,-104.497624,1859,"G13D82","0","0","0","0"
"175","100050378","10","Durango","Dgo.","005","Durango","0378","El Rincón","R","24°09´06.329""N","104°37´54.474""W",24.151758,-104.631798,1874,"G13D82","0","0","0","0"
"176","100050380","10","Durango","Dgo.","005","Durango","0380","Las Cumbres","R","23°51´22.148""N","105°14´46.568""W",23.856152,-105.246269,2527,"F13A19","6","*","*","1"
"177","100050384","10","Durango","Dgo.","005","Durango","0384","Rancho Nuevo Monterrey","R","24°04´58.688""N","104°33´25.674""W",24.082969,-104.557132,1860,"G13D82","4","*","*","1"
"178","100050385","10","Durango","Dgo.","005","Durango","0385","La Picota","R","24°04´51.631""N","104°33´14.061""W",24.081009,-104.553906,1860,"G13D82","24","15","9","5"
"179","100050387","10","Durango","Dgo.","005","Durango","0387","San Nicolás","R","23°59´05.242""N","104°50´47.290""W",23.984789,-104.846469,2262,"F13B11","62","31","31","14"
"180","100050389","10","Durango","Dgo.","005","Durango","0389","Presitas","R","24°03´06.865""N","105°13´58.559""W",24.051907,-105.232933,2618,"G13C89","4","*","*","2"
"181","100050390","10","Durango","Dgo.","005","Durango","0390","Las Güeras","R","23°58´15.551""N","105°18´27.492""W",23.970986,-105.307637,2397,"F13A19","48","26","22","10"
"182","100050391","10","Durango","Dgo.","005","Durango","0391","Valle Frío (El Soldado Viejo)","R","23°53´15.544""N","104°56´06.398""W",23.887651,-104.935111,2244,"F13B11","2","*","*","1"
"183","100050392","10","Durango","Dgo.","005","Durango","0392","Agustín Melgar","R","23°40´31.452""N","104°53´17.914""W",23.675403,-104.888309,2431,"F13B21","32","14","18","8"
"184","100050393","10","Durango","Dgo.","005","Durango","0393","Buenavista","R","23°55´43.381""N","105°08´09.060""W",23.928717,-105.13585,2488,"F13A19","7","*","*","1"
"185","100050394","10","Durango","Dgo.","005","Durango","0394","Tepalcates","R","23°55´15.718""N","104°59´42.692""W",23.921033,-104.995192,2612,"F13B11","9","*","*","2"
"186","100050395","10","Durango","Dgo.","005","Durango","0395","General Domingo Arrieta (Pastores)","R","23°58´35.377""N","105°10´37.369""W",23.976494,-105.177047,2501,"F13A19","122","59","63","30"
"187","100050396","10","Durango","Dgo.","005","Durango","0396","Los Lobos (Agua Blanca Uno)","R","24°08´50.126""N","104°58´12.205""W",24.147257,-104.970057,2383,"G13D81","12","7","5","6"
"188","100050397","10","Durango","Dgo.","005","Durango","0397","La Palmita","R","23°56´10.518""N","104°52´55.161""W",23.936255,-104.881989,2317,"F13B11","0","0","0","0"
"189","100050403","10","Durango","Dgo.","005","Durango","0403","San Antonio","R","24°15´36.175""N","104°43´18.779""W",24.260049,-104.721883,1909,"G13D71","0","0","0","0"
"190","100050406","10","Durango","Dgo.","005","Durango","0406","Corral Falso","R","24°06´41.266""N","105°10´33.869""W",24.111463,-105.176075,2406,"G13C89","6","*","*","2"
"191","100050407","10","Durango","Dgo.","005","Durango","0407","San Antonio de Gigantes","R","24°07´59.821""N","105°11´24.019""W",24.133284,-105.190005,2393,"G13C89","4","*","*","1"
"192","100050409","10","Durango","Dgo.","005","Durango","0409","Rancho los Ángeles","R","24°08´20.734""N","105°12´15.381""W",24.139093,-105.204273,2479,"G13C89","0","0","0","0"
"193","100050412","10","Durango","Dgo.","005","Durango","0412","Las Minitas de Palomas","R","24°21´32.066""N","105°06´23.889""W",24.358907,-105.106636,2404,"G13C79","4","*","*","2"
"194","100050416","10","Durango","Dgo.","005","Durango","0416","San Buenaventura","R","24°14´17.371""N","104°27´38.170""W",24.238159,-104.460603,1869,"G13D82","0","0","0","0"
"195","100050419","10","Durango","Dgo.","005","Durango","0419","El Águila","R","24°20´32.202""N","104°23´58.954""W",24.342278,-104.399709,1902,"G13D72","14","3","11","3"
"196","100050420","10","Durango","Dgo.","005","Durango","0420","La Curva del Águila (La Pedrera)","R","24°20´54.645""N","104°23´44.026""W",24.348513,-104.395563,1905,"G13D72","52","25","27","12"
"197","100050421","10","Durango","Dgo.","005","Durango","0421","Rancho el Principal","R","24°21´04.047""N","104°23´20.178""W",24.351124,-104.388938,1907,"G13D72","0","0","0","0"
"198","100050422","10","Durango","Dgo.","005","Durango","0422","Rancho Viborillas","R","24°21´41.827""N","104°22´24.808""W",24.361619,-104.373558,1916,"G13D72","6","*","*","1"
"199","100050424","10","Durango","Dgo.","005","Durango","0424","Rancho las Sanjuaneras","R","24°20´56.080""N","104°22´04.161""W",24.348911,-104.367823,1910,"G13D72","0","0","0","0"
"200","100050433","10","Durango","Dgo.","005","Durango","0433","Los Lirios","R","24°11´07.763""N","105°10´13.444""W",24.18549,-105.170401,2342,"G13C89","1","*","*","1"
"201","100050434","10","Durango","Dgo.","005","Durango","0434","Las Playas","R","24°11´53.070""N","105°12´16.196""W",24.198075,-105.204499,2412,"G13C89","2","*","*","1"
"202","100050437","10","Durango","Dgo.","005","Durango","0437","Rancho el Pilón","R","24°11´24.885""N","104°41´03.929""W",24.190246,-104.684425,1901,"G13D81","0","0","0","0"
"203","100050439","10","Durango","Dgo.","005","Durango","0439","La Boquilla","R","24°10´24.592""N","104°43´47.543""W",24.173498,-104.729873,1918,"G13D81","0","0","0","0"
"204","100050442","10","Durango","Dgo.","005","Durango","0442","Rancho el Durazno","R","24°09´22.411""N","104°40´06.290""W",24.156225,-104.668414,1921,"G13D81","0","0","0","0"
"205","100050443","10","Durango","Dgo.","005","Durango","0443","El Jacalón [Rancho]","R","24°10´13.867""N","104°35´40.921""W",24.170519,-104.5947,1870,"G13D82","10","*","*","2"
"206","100050444","10","Durango","Dgo.","005","Durango","0444","San Crispín","R","24°10´41.625""N","104°35´40.485""W",24.178229,-104.594579,1869,"G13D82","0","0","0","0"
"207","100050445","10","Durango","Dgo.","005","Durango","0445","Los Tres Pichones","R","24°11´39.191""N","104°34´54.800""W",24.19422,-104.581889,1872,"G13D82","0","0","0","0"
"208","100050446","10","Durango","Dgo.","005","Durango","0446","Rancho Madrid","R","24°11´05.529""N","104°34´27.028""W",24.184869,-104.574174,1868,"G13D82","0","0","0","0"
"209","100050448","10","Durango","Dgo.","005","Durango","0448","El Pokar (San Rafael)","R","24°10´52.978""N","104°33´30.403""W",24.181383,-104.558445,1865,"G13D82","0","0","0","0"
"210","100050449","10","Durango","Dgo.","005","Durango","0449","Agua Blanca","R","24°08´38.842""N","104°23´34.868""W",24.144123,-104.393019,1869,"G13D82","3","*","*","1"
"211","100050454","10","Durango","Dgo.","005","Durango","0454","Hacienda de Otinapa","R","24°10´44.361""N","105°00´27.377""W",24.178989,-105.007605,2311,"G13C89","1","*","*","1"
"212","100050455","10","Durango","Dgo.","005","Durango","0455","Presidente Salvador Allende","R","24°05´33.564""N","104°56´48.698""W",24.092657,-104.946861,2386,"G13D81","74","36","38","15"
"213","100050458","10","Durango","Dgo.","005","Durango","0458","Cerro Prieto","R","24°12´40.000""N","105°20´22.675""W",24.211111,-105.339632,2684,"G13C88","122","65","57","26"
"214","100050460","10","Durango","Dgo.","005","Durango","0460","Michel [Granja]","R","24°00´19.604""N","104°42´54.629""W",24.005446,-104.715175,1909,"G13D81","0","0","0","0"
"215","100050463","10","Durango","Dgo.","005","Durango","0463","San Rafael del Arenal","R","24°02´16.685""N","104°23´27.013""W",24.037968,-104.390837,1861,"G13D82","2","*","*","1"
"216","100050464","10","Durango","Dgo.","005","Durango","0464","La Loma","R","24°02´25.572""N","104°24´47.145""W",24.040437,-104.413096,1861,"G13D82","0","0","0","0"
"217","100050465","10","Durango","Dgo.","005","Durango","0465","Rincón de la Huizachera (Puerta Colorada)","R","24°04´22.638""N","104°19´05.144""W",24.072955,-104.318096,1849,"G13D83","6","*","*","1"
"218","100050467","10","Durango","Dgo.","005","Durango","0467","Rancho Agua Zarca","R","24°04´16.254""N","105°02´01.339""W",24.071182,-105.033705,2379,"G13C89","1","*","*","1"
"219","100050474","10","Durango","Dgo.","005","Durango","0474","Los Laureles","R","24°00´09.118""N","104°57´38.249""W",24.002533,-104.960625,2449,"G13D81","5","*","*","1"
"220","100050476","10","Durango","Dgo.","005","Durango","0476","El Establo","R","23°57´52.101""N","104°34´24.897""W",23.964473,-104.573583,1872,"F13B12","0","0","0","0"
"221","100050477","10","Durango","Dgo.","005","Durango","0477","Santa Rosa","R","24°00´02.820""N","104°29´51.444""W",24.000783,-104.497623,1862,"G13D82","0","0","0","0"
"222","100050481","10","Durango","Dgo.","005","Durango","0481","Rancho San Pedro (San Juan)","R","23°51´00.979""N","105°15´59.936""W",23.850272,-105.266649,2451,"F13A19","4","*","*","1"
"223","100050482","10","Durango","Dgo.","005","Durango","0482","El Alamito","R","23°47´59.233""N","105°12´33.591""W",23.799787,-105.209331,2492,"F13A19","0","0","0","0"
"224","100050483","10","Durango","Dgo.","005","Durango","0483","Bosques de Llano Grande [Fraccionamiento]","R","23°49´40.634""N","105°12´56.486""W",23.827954,-105.215691,2478,"F13A19","0","0","0","0"
"225","100050485","10","Durango","Dgo.","005","Durango","0485","Santa Bárbara","R","23°49´21.163""N","104°55´35.531""W",23.822545,-104.926536,2253,"F13B11","26","14","12","8"
"226","100050486","10","Durango","Dgo.","005","Durango","0486","Los Caracoles","R","23°44´06.533""N","104°33´26.919""W",23.735148,-104.557478,2184,"F13B22","0","0","0","0"
"227","100050489","10","Durango","Dgo.","005","Durango","0489","El Barroceño","R","23°40´06.021""N","105°13´37.627""W",23.668339,-105.227119,2556,"F13A29","8","4","4","3"
"228","100050490","10","Durango","Dgo.","005","Durango","0490","Los Arroyos (Las Colonias)","R","23°41´29.126""N","105°01´57.923""W",23.691424,-105.032756,2269,"F13A29","0","0","0","0"
"229","100050491","10","Durango","Dgo.","005","Durango","0491","Nuevo Pilares","R","23°35´50.095""N","104°44´33.410""W",23.597249,-104.742614,2720,"F13B21","15","8","7","5"
"230","100050493","10","Durango","Dgo.","005","Durango","0493","Escuela Bíblica (Instituto Betel)","R","24°08´56.181""N","104°35´41.141""W",24.148939,-104.594761,1852,"G13D82","4","*","*","1"
"231","100050494","10","Durango","Dgo.","005","Durango","0494","La Granjita","R","24°08´31.512""N","104°35´38.569""W",24.142087,-104.594047,1855,"G13D82","2","*","*","1"
"232","100050495","10","Durango","Dgo.","005","Durango","0495","Los Sauces [Quintas]","R","24°08´57.895""N","104°35´15.183""W",24.149415,-104.587551,1865,"G13D82","0","0","0","0"
"233","100050498","10","Durango","Dgo.","005","Durango","0498","El Vivero","R","24°08´55.935""N","104°35´01.227""W",24.148871,-104.583674,1865,"G13D82","6","*","*","2"
"234","100050501","10","Durango","Dgo.","005","Durango","0501","Santa Rita [Granja]","R","24°09´14.720""N","104°34´38.899""W",24.154089,-104.577472,1865,"G13D82","0","0","0","0"
"235","100050502","10","Durango","Dgo.","005","Durango","0502","El Dieciséis","R","24°10´56.854""N","104°34´37.994""W",24.182459,-104.577221,1869,"G13D82","0","0","0","0"
"236","100050504","10","Durango","Dgo.","005","Durango","0504","San Ignacio","R","24°09´13.222""N","104°34´01.244""W",24.153673,-104.567012,1858,"G13D82","1","*","*","1"
"237","100050505","10","Durango","Dgo.","005","Durango","0505","Las Palmas (Santiesteban)","R","24°03´56.578""N","104°30´33.714""W",24.065716,-104.509365,1858,"G13D82","7","*","*","1"
"238","100050506","10","Durango","Dgo.","005","Durango","0506","Rancho la Abundancia (El Venado)","R","24°09´40.798""N","104°34´12.034""W",24.161333,-104.570009,1863,"G13D82","5","*","*","2"
"239","100050507","10","Durango","Dgo.","005","Durango","0507","La Cuchilla","R","24°16´18.042""N","104°31´09.439""W",24.271678,-104.519289,1891,"G13D72","0","0","0","0"
"240","100050510","10","Durango","Dgo.","005","Durango","0510","Las Magdalenas","R","24°10´24.698""N","104°32´06.601""W",24.173527,-104.535167,1862,"G13D82","2","*","*","1"
"241","100050513","10","Durango","Dgo.","005","Durango","0513","Los Silos","R","24°10´40.443""N","104°33´59.685""W",24.177901,-104.566579,1866,"G13D82","3","*","*","1"
"242","100050514","10","Durango","Dgo.","005","Durango","0514","Rancho los Pilares","R","24°10´24.621""N","104°33´35.961""W",24.173506,-104.559989,1864,"G13D82","0","0","0","0"
"243","100050518","10","Durango","Dgo.","005","Durango","0518","La Adelita","R","24°04´32.411""N","104°33´58.964""W",24.07567,-104.566379,1860,"G13D82","0","0","0","0"
