"Alumno","Semestre","Cr. Apr.","Carga","Promedio","Carrera","localidad","latitud","longitud"
333,5,97,36,82.48,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
334,5,112,25,86.63,"SISTEMAS","Las Curras",24.011718,-104.468644
335,3,50,28,92,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
336,3,45,33,82.8,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
337,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
338,2,23,28,88,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
339,6,137,28,85.83,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
340,1,NA,27,0,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
341,4,79,29,82.47,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
342,6,137,28,83.17,"SISTEMAS","Los Caballos de Don Cruz",23.957366,-104.55193
343,8,165,28,81.31,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
344,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
345,4,73,34,86.94,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
346,5,112,25,93.46,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
347,5,116,30,91.24,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
348,5,75,20,80.31,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
349,7,133,27,82.97,"SISTEMAS","La Esperanza",23.921388,-105.297257
350,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
351,3,54,29,85.92,"SISTEMAS","La Esperanza",23.921388,-105.297257
352,8,176,32,80.47,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
353,2,27,28,89.17,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
354,8,133,28,82.79,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
355,7,170,33,92.3,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
356,3,55,28,91.67,"SISTEMAS","La Esperanza",23.921388,-105.297257
357,3,41,5,86.33,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
358,3,26,20,78.67,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
359,8,175,27,89.21,"SISTEMAS","La Esperanza",23.921388,-105.297257
360,5,78,31,87.41,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
361,3,51,32,80.91,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
362,6,137,28,88.47,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
363,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
364,6,137,28,89,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
365,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
366,5,103,25,86.91,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
367,5,116,30,89.88,"SISTEMAS","La Esperanza",23.921388,-105.297257
368,1,NA,27,0,"SISTEMAS","La Esperanza",23.921388,-105.297257
369,4,41,10,81.56,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
370,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
371,7,119,18,81.31,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
372,7,151,22,86.3,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
373,2,27,28,90,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
374,7,160,35,85.71,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
375,3,55,28,89.92,"SISTEMAS","Los Caballos de Don Cruz",23.957366,-104.55193
376,5,111,26,87.21,"SISTEMAS","Los Caballos de Don Cruz",23.957366,-104.55193
377,5,74,34,87.69,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
378,1,NA,27,0,"SISTEMAS","La Esperanza",23.921388,-105.297257
379,7,87,21,82.58,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
380,4,69,29,79.73,"SISTEMAS","Las Curras",24.011718,-104.468644
381,3,32,18,83.71,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
382,5,112,25,85.92,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
383,2,27,28,85.17,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
384,3,50,33,86.91,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
385,5,120,26,92.31,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
386,8,175,33,82.34,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
387,2,22,23,86.6,"SISTEMAS","Los Caballos de Don Cruz",23.957366,-104.55193
388,5,89,25,86.58,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
389,2,27,28,88.17,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
390,5,107,30,80.26,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
391,2,27,28,81.83,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
392,8,180,27,81.97,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
393,3,55,28,93.58,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
394,3,50,28,88.55,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
395,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
396,1,NA,27,0,"SISTEMAS","La Esperanza",23.921388,-105.297257
397,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
398,5,102,31,85.32,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
399,7,151,33,87,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
400,8,109,29,80.54,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
401,1,NA,27,0,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
402,4,78,34,84.12,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
403,3,55,28,92.42,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
404,4,73,34,83.5,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
405,4,63,33,76.64,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
406,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
407,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
408,3,21,20,80.2,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
409,3,55,28,82.5,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
410,3,22,22,80.4,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
411,7,165,34,82.78,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
412,2,27,28,88.33,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
413,2,22,28,81.4,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
414,6,137,28,84.87,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
415,3,39,24,80.78,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
416,3,55,28,95.17,"SISTEMAS","Las Curras",24.011718,-104.468644
417,8,123,32,81.07,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
418,2,26,24,83,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
419,5,112,25,90.75,"SISTEMAS","Los Caballos de Don Cruz",23.957366,-104.55193
420,5,65,19,83.93,"SISTEMAS","La Esperanza",23.921388,-105.297257
421,5,33,9,81,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
422,2,27,28,82,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
423,7,89,27,80.26,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
424,1,NA,27,0,"SISTEMAS","Las Curras",24.011718,-104.468644
425,3,50,33,83.09,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
426,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
427,2,27,28,89.33,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
428,6,132,33,85.69,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
429,4,64,34,81.64,"SISTEMAS","La Esperanza",23.921388,-105.297257
430,2,NA,27,0,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
431,3,32,32,83,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
432,1,NA,27,0,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
433,7,137,28,89.7,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
434,8,191,31,84.88,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
435,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
436,3,44,24,84.5,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
437,7,160,34,84.97,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
438,5,83,30,85.06,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
439,5,112,25,83.63,"SISTEMAS","Los Caballos de Don Cruz",23.957366,-104.55193
440,3,13,29,84,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
441,4,83,29,87.78,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
442,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
443,7,160,34,90.34,"SISTEMAS","La Esperanza",23.921388,-105.297257
444,5,106,26,83.61,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
445,7,78,33,77.47,"SISTEMAS","La Esperanza",23.921388,-105.297257
446,2,27,28,82,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
447,3,55,28,85.5,"SISTEMAS","Los Caballos de Don Cruz",23.957366,-104.55193
448,1,NA,27,0,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
449,1,NA,27,0,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
450,4,78,29,84.59,"SISTEMAS","Los Arroyos (Las Colonias)",23.691424,-105.032756
451,8,183,27,86.15,"SISTEMAS","Victoria de Durango",24.023988,-104.670194
452,2,27,28,84.5,"SISTEMAS","La Criba (Don Toño)",24.180146,-104.548244
453,9,219,16,89.98,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
454,9,227,8,91.96,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
455,7,155,16,83.39,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
456,9,148,24,80.39,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
457,11,162,24,83.09,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
458,9,168,25,81.83,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
459,9,174,28,83.38,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
460,9,227,8,87.45,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
461,12,203,28,83.86,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
462,9,217,18,85.42,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
463,9,223,12,95.91,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
464,9,227,8,90.36,"ARQUITECTURA","Las Curras",24.011718,-104.468644
465,9,227,8,87.98,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
466,10,209,22,83.4,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
467,9,227,8,90.72,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
468,10,167,15,80.24,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
469,10,227,10,89.47,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
470,9,198,29,83.33,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
471,10,166,24,81.67,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
472,9,217,18,84.71,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
473,10,227,10,90.68,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
474,9,114,30,81.08,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
475,9,171,28,87.21,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
476,10,178,28,77.27,"ARQUITECTURA","Las Curras",24.011718,-104.468644
477,10,190,8,87.17,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
478,12,221,6,86.83,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
479,9,223,12,84.74,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
480,12,206,17,83.58,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
481,9,221,14,90.09,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
482,9,223,12,89.89,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
483,12,197,16,79.95,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
484,8,198,21,88.17,"ARQUITECTURA","Las Curras",24.011718,-104.468644
485,9,223,12,91.91,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
486,10,146,28,84.87,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
487,10,219,16,85.85,"ARQUITECTURA","Las Curras",24.011718,-104.468644
488,12,220,13,82.53,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
489,12,194,16,79.63,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
490,10,223,4,82.89,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
491,9,223,12,89.83,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
492,9,227,8,89.32,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
493,9,223,12,94.5,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
494,10,153,29,82.15,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
495,12,223,4,80.33,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
496,9,196,39,88.9,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
497,10,227,10,88.7,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
498,9,227,8,87.38,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
499,11,219,16,84.91,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
500,10,202,21,83.71,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
501,11,107,10,81.17,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
502,9,227,8,91.23,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
503,10,213,16,83.38,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
504,11,160,16,81.54,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
505,10,204,19,83.98,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
506,10,227,10,91.6,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
507,11,219,16,90.24,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
508,9,207,16,83.64,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
509,9,211,24,85.45,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
510,12,178,29,82.34,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
511,9,223,12,88.54,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
512,9,223,4,90.24,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
513,10,227,10,84.53,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
514,9,209,14,86.58,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
515,9,227,10,90.91,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
516,11,186,16,78.92,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
517,9,166,30,84.27,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
518,9,166,25,88.06,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
519,9,162,12,81.56,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
520,10,153,29,79.67,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
521,9,213,22,85.2,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
522,9,221,14,90.48,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
523,10,215,12,82.51,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
524,12,227,10,92.36,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
525,9,205,20,85.64,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
526,8,163,15,86.83,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
527,12,211,24,82.7,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
528,9,215,16,88.59,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
529,10,172,12,79.97,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
530,10,190,16,82.18,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
531,10,219,8,84.5,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
532,10,204,9,81.19,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
533,12,223,14,84.37,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
534,10,178,21,80.21,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
535,9,198,29,88.31,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
536,11,174,17,82.68,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
537,9,170,12,86.33,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
538,10,210,17,84.7,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
539,10,179,32,83.97,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
540,9,223,12,85.72,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
541,9,205,20,84.74,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
542,10,186,16,79.95,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
543,9,134,30,82.79,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
544,9,209,18,88.19,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
545,10,186,15,81.45,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
546,10,221,6,84.41,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
547,9,215,17,88.18,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
548,9,117,20,78.74,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
549,9,218,17,88.69,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
550,10,160,20,84.97,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
551,11,174,24,83.95,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
552,10,213,22,85.51,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
553,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
554,1,NA,26,0,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
555,6,123,27,82.85,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
556,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
557,3,52,28,89.58,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
558,2,12,22,77.33,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
559,2,14,24,84,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
560,6,117,29,82.96,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
561,6,142,24,89.27,"ARQUITECTURA","Los Caballos de Don Cruz",23.957366,-104.55193
562,7,162,28,86.18,"ARQUITECTURA","Los Arroyos (Las Colonias)",23.691424,-105.032756
563,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
564,6,110,30,82.92,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
565,2,26,26,86.5,"ARQUITECTURA","Las Curras",24.011718,-104.468644
566,5,90,36,84.9,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
567,5,110,32,90.42,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
568,5,106,36,89.87,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
569,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
570,8,178,25,89.34,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
571,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
572,1,NA,26,0,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
573,7,92,26,85.43,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
574,3,48,32,89,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
575,4,34,28,83.25,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
576,4,80,33,91.56,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
577,7,170,28,90,"ARQUITECTURA","La Esperanza",23.921388,-105.297257
578,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
579,4,80,30,89.11,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
580,7,166,32,90,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
581,7,186,25,91.79,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
582,4,76,30,87.35,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
583,4,80,30,94.11,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
584,5,34,23,88.38,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
585,3,28,22,81.57,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
586,3,52,28,88.75,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
587,6,142,24,94.8,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
588,4,80,30,90.28,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
589,8,198,25,89.98,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
590,4,80,30,92.78,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
591,6,96,36,83.36,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
592,3,52,24,94.75,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
593,7,170,32,83.64,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
594,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
595,1,NA,26,0,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
596,3,56,28,84.85,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
597,1,NA,26,0,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
598,2,20,20,86.6,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
599,3,52,28,88.17,"ARQUITECTURA","La Criba (Don Toño)",24.180146,-104.548244
600,2,26,26,87.5,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
601,2,20,20,84.6,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
602,2,20,22,88,"ARQUITECTURA","Victoria de Durango",24.023988,-104.670194
