Alumno,Semestre,Cr. Apr.,Carga,Promedio,Carrera
694,8,198,25,84.85,ARQUITECTURA
695,8,198,25,88.8,ARQUITECTURA
696,1,,26,0,ARQUITECTURA
697,2,26,26,85.5,ARQUITECTURA
698,4,80,30,91.11,ARQUITECTURA
699,7,138,24,84.81,ARQUITECTURA
700,8,198,25,87.46,ARQUITECTURA
701,5,110,32,92.79,ARQUITECTURA
702,3,52,28,93.08,ARQUITECTURA
703,8,183,28,87.51,ARQUITECTURA
704,3,52,28,86.58,ARQUITECTURA
705,3,52,28,90.58,ARQUITECTURA
706,1,,26,0,ARQUITECTURA
707,7,166,32,91.26,ARQUITECTURA
708,1,,26,0,ARQUITECTURA
709,1,,26,0,ARQUITECTURA
710,1,,26,0,ARQUITECTURA
711,8,198,25,90.22,ARQUITECTURA
712,6,102,30,83.67,ARQUITECTURA
713,4,38,22,79,ARQUITECTURA
714,8,194,25,84.5,ARQUITECTURA
715,3,22,28,85.8,ARQUITECTURA
716,5,110,32,92.75,ARQUITECTURA
717,5,110,32,87.92,ARQUITECTURA
718,3,52,28,93.92,ARQUITECTURA
719,1,,26,0,ARQUITECTURA
720,1,,26,0,ARQUITECTURA
721,6,125,30,87.92,ARQUITECTURA
722,6,66,28,83.6,ARQUITECTURA
723,5,52,10,88.08,ARQUITECTURA
724,4,70,28,87.56,ARQUITECTURA
725,2,20,20,86,ARQUITECTURA
726,1,,26,0,ARQUITECTURA
727,6,139,27,88.48,ARQUITECTURA
728,5,98,32,85.86,ARQUITECTURA
729,8,198,25,86.83,ARQUITECTURA
730,7,167,28,88.03,ARQUITECTURA
731,4,56,32,82.92,ARQUITECTURA
732,2,125,13,82.07,ARQUITECTURA
733,4,26,32,80.67,ARQUITECTURA
734,7,128,30,83.59,ARQUITECTURA
735,7,178,25,86.22,ARQUITECTURA
736,5,60,29,80.31,ARQUITECTURA
737,2,20,20,90,ARQUITECTURA
738,8,194,25,89.67,ARQUITECTURA
739,1,,26,0,ARQUITECTURA
740,6,79,28,84.61,ARQUITECTURA
741,3,22,22,78.6,ARQUITECTURA
742,6,138,28,89.48,ARQUITECTURA
743,7,166,32,82.8,ARQUITECTURA
744,8,182,21,89.67,ARQUITECTURA
745,2,26,26,86.33,ARQUITECTURA
746,4,76,28,89.29,ARQUITECTURA
747,4,68,28,82.25,ARQUITECTURA
748,6,117,33,86.38,ARQUITECTURA
749,4,80,26,90.67,ARQUITECTURA
750,1,,26,0,ARQUITECTURA
751,7,166,32,87.69,ARQUITECTURA
752,6,139,24,87.45,ARQUITECTURA
753,4,52,28,86.58,ARQUITECTURA
754,3,52,28,93.5,ARQUITECTURA
755,2,22,24,78,ARQUITECTURA
756,7,82,23,80.44,ARQUITECTURA
757,8,190,25,83.35,ARQUITECTURA
758,2,32,26,87,ARQUITECTURA
759,1,,26,0,ARQUITECTURA
760,1,,26,0,ARQUITECTURA
761,5,110,32,87.25,ARQUITECTURA
762,1,,26,0,ARQUITECTURA
763,8,170,28,82.75,ARQUITECTURA
764,8,194,25,85.65,ARQUITECTURA
765,1,,26,0,ARQUITECTURA
766,6,142,24,93.93,ARQUITECTURA
767,3,52,28,91.25,ARQUITECTURA
768,2,26,26,85.33,ARQUITECTURA
769,2,20,20,89.6,ARQUITECTURA
770,1,,26,0,ARQUITECTURA
771,6,139,23,90.97,ARQUITECTURA
772,1,,26,0,ARQUITECTURA
773,1,,26,0,ARQUITECTURA
774,7,162,28,93.66,ARQUITECTURA
775,5,106,32,89.17,ARQUITECTURA
776,3,32,26,78.38,ARQUITECTURA
777,2,22,22,87.2,ARQUITECTURA
778,6,142,24,83.13,ARQUITECTURA
779,7,166,32,90.09,ARQUITECTURA
780,4,80,30,91.78,ARQUITECTURA
781,3,48,32,88.73,ARQUITECTURA
782,6,130,28,83.93,ARQUITECTURA
783,6,142,24,92.07,ARQUITECTURA
784,2,26,26,90.83,ARQUITECTURA
785,8,206,21,83.67,ARQUITECTURA
786,2,20,20,82,ARQUITECTURA
787,1,,26,0,ARQUITECTURA
788,1,,26,0,ARQUITECTURA
789,1,,26,0,ARQUITECTURA
790,1,,26,0,ARQUITECTURA
791,1,,26,0,ARQUITECTURA
792,6,142,24,89.83,ARQUITECTURA
793,7,152,26,82.38,ARQUITECTURA
794,8,186,25,81.79,ARQUITECTURA
795,8,206,21,89.48,ARQUITECTURA
796,7,116,34,81.12,ARQUITECTURA
797,2,12,22,91.67,ARQUITECTURA
798,1,,26,0,ARQUITECTURA
799,1,,26,0,ARQUITECTURA
800,8,173,25,82.58,ARQUITECTURA
801,8,149,22,80.78,ARQUITECTURA
802,4,76,30,88.29,ARQUITECTURA
803,6,134,24,84.28,ARQUITECTURA
804,1,,26,0,ARQUITECTURA
805,8,198,25,87.12,ARQUITECTURA
806,1,,22,0,ARQUITECTURA
807,3,48,32,89.82,ARQUITECTURA
808,6,139,28,86.07,ARQUITECTURA
809,3,12,20,79.67,ARQUITECTURA
810,2,8,20,78,ARQUITECTURA
811,7,128,18,81.59,ARQUITECTURA
812,8,150,20,82.48,ARQUITECTURA
813,2,20,20,88.2,ARQUITECTURA
814,1,,26,0,ARQUITECTURA
815,4,80,33,92.33,ARQUITECTURA
816,1,,26,0,ARQUITECTURA
817,3,52,28,91.33,ARQUITECTURA
818,1,,26,0,ARQUITECTURA
819,1,,26,0,ARQUITECTURA
820,5,102,31,86.09,ARQUITECTURA
821,8,135,20,82.86,ARQUITECTURA
822,3,48,32,90.45,ARQUITECTURA
823,3,52,28,88.67,ARQUITECTURA
824,6,132,30,82.96,ARQUITECTURA
825,2,26,26,86.67,ARQUITECTURA
826,7,162,36,81.41,ARQUITECTURA
827,4,72,33,83.81,ARQUITECTURA
828,1,,26,0,ARQUITECTURA
829,3,38,20,81.22,ARQUITECTURA
830,5,97,26,93.5,ARQUITECTURA
831,3,52,28,90.33,ARQUITECTURA
832,2,26,26,88.17,ARQUITECTURA
833,1,,26,0,ARQUITECTURA
834,1,,26,0,ARQUITECTURA
835,1,,26,0,ARQUITECTURA
836,1,,26,0,ARQUITECTURA
837,1,,26,0,ARQUITECTURA
838,1,,26,0,ARQUITECTURA
839,1,,26,0,ARQUITECTURA
840,5,110,32,92.29,ARQUITECTURA
841,3,54,32,83.58,ARQUITECTURA
842,5,110,32,93.08,ARQUITECTURA
843,3,16,22,89.75,ARQUITECTURA
844,4,80,30,89.72,ARQUITECTURA
845,1,,26,0,ARQUITECTURA
846,5,110,32,89.42,ARQUITECTURA
847,2,26,26,84.5,ARQUITECTURA
848,1,,26,0,ARQUITECTURA
849,8,114,20,77.46,ARQUITECTURA
850,5,66,20,84.19,ARQUITECTURA
851,2,22,22,85.4,ARQUITECTURA
852,2,20,20,90.4,ARQUITECTURA
853,2,24,22,87,ARQUITECTURA
854,2,20,20,83.8,ARQUITECTURA
855,8,146,20,79.94,ARQUITECTURA
856,1,,26,0,ARQUITECTURA
857,6,134,25,84.39,ARQUITECTURA
858,5,80,25,86.5,ARQUITECTURA
859,8,140,22,82.84,ARQUITECTURA
860,4,80,33,90.33,ARQUITECTURA
861,7,162,28,88.37,ARQUITECTURA
862,4,80,30,89.61,ARQUITECTURA
863,3,52,28,90,ARQUITECTURA
864,5,110,32,87.54,ARQUITECTURA
865,7,162,32,89.03,ARQUITECTURA
866,6,142,28,88.53,ARQUITECTURA
867,3,52,28,90.25,ARQUITECTURA
868,1,,26,0,ARQUITECTURA
869,2,26,26,87.17,ARQUITECTURA
870,2,20,26,86,ARQUITECTURA
871,7,166,32,87.94,ARQUITECTURA
872,7,166,28,86.17,ARQUITECTURA
873,8,195,28,92.55,ARQUITECTURA
874,5,87,31,89.1,ARQUITECTURA
875,4,70,32,85.75,ARQUITECTURA
876,3,52,28,89.83,ARQUITECTURA
877,8,189,25,83.67,ARQUITECTURA
878,3,44,22,88.2,ARQUITECTURA
879,3,52,28,90.33,ARQUITECTURA
880,6,139,27,87.59,ARQUITECTURA
881,4,80,30,90.72,ARQUITECTURA
882,5,100,30,84.09,ARQUITECTURA
883,6,91,30,85.53,ARQUITECTURA
884,2,22,22,82.4,ARQUITECTURA
885,3,24,18,79.5,ARQUITECTURA
886,1,,26,0,ARQUITECTURA
887,2,26,26,87,ARQUITECTURA
888,3,38,26,78.78,ARQUITECTURA
889,7,154,24,87.24,ARQUITECTURA
890,4,50,26,85.17,ARQUITECTURA
891,1,,26,0,ARQUITECTURA
892,1,,26,0,ARQUITECTURA
893,1,,26,0,ARQUITECTURA
894,1,,26,0,ARQUITECTURA
895,5,40,8,93.89,ARQUITECTURA
896,2,26,26,87.67,ARQUITECTURA
897,1,,26,0,ARQUITECTURA
898,2,16,20,83.5,ARQUITECTURA
899,6,146,28,85.19,ARQUITECTURA
900,1,,26,0,ARQUITECTURA
901,1,,26,0,ARQUITECTURA
902,3,48,24,87.36,ARQUITECTURA
903,4,76,34,83.65,ARQUITECTURA
904,4,74,30,85.82,ARQUITECTURA
905,3,52,28,96,ARQUITECTURA
906,5,80,30,94,ARQUITECTURA
907,1,,26,0,ARQUITECTURA
908,1,,26,0,ARQUITECTURA
909,1,,26,0,ARQUITECTURA
910,5,87,35,84,ARQUITECTURA
911,8,195,25,89.13,ARQUITECTURA
912,7,155,27,83.13,ARQUITECTURA
913,7,170,28,86.97,ARQUITECTURA
914,7,162,32,88.44,ARQUITECTURA
915,5,88,21,86.45,ARQUITECTURA
916,8,198,25,85.93,ARQUITECTURA
917,8,198,25,91.93,ARQUITECTURA
918,2,26,26,84.5,ARQUITECTURA
919,6,142,28,91.3,ARQUITECTURA
920,3,52,22,84.42,ARQUITECTURA
921,2,26,26,88.83,ARQUITECTURA
922,1,,26,0,ARQUITECTURA
923,4,80,30,93.39,ARQUITECTURA
924,2,20,20,87,ARQUITECTURA
925,4,80,30,93.39,ARQUITECTURA
926,1,,26,0,ARQUITECTURA
927,5,89,23,87.95,ARQUITECTURA
928,8,198,25,85.88,ARQUITECTURA
929,2,26,30,91,ARQUITECTURA
930,6,131,31,80.5,ARQUITECTURA
931,6,135,31,89.5,ARQUITECTURA
932,4,74,30,87.12,ARQUITECTURA
933,6,133,30,90.29,ARQUITECTURA
934,7,170,28,88.58,ARQUITECTURA
935,6,142,24,91.33,ARQUITECTURA
936,4,80,26,83.61,ARQUITECTURA
937,3,52,22,86.58,ARQUITECTURA
938,1,,26,0,ARQUITECTURA
939,4,88,25,95.25,ARQUITECTURA
940,6,138,24,84.66,ARQUITECTURA
941,4,40,18,79.6,ARQUITECTURA
942,5,88,30,83.32,ARQUITECTURA
943,1,,26,0,ARQUITECTURA
944,6,115,25,82.36,ARQUITECTURA
945,6,134,24,87.86,ARQUITECTURA
946,7,170,28,84.86,ARQUITECTURA
947,8,198,25,92.07,ARQUITECTURA
948,7,166,28,85.83,ARQUITECTURA
949,2,26,26,87.67,ARQUITECTURA
950,8,140,20,82.57,ARQUITECTURA
951,4,52,18,80.17,ARQUITECTURA
952,3,48,22,88.73,ARQUITECTURA
953,6,138,24,90,ARQUITECTURA
954,3,26,22,84.83,ARQUITECTURA
955,4,88,30,89.05,ARQUITECTURA
956,7,170,28,87.56,ARQUITECTURA
957,8,162,24,82.57,ARQUITECTURA
958,1,,26,0,ARQUITECTURA
959,4,80,30,84.17,ARQUITECTURA
960,1,,26,0,ARQUITECTURA
961,4,46,18,83.55,ARQUITECTURA
962,3,38,26,87.44,ARQUITECTURA
963,5,110,32,90.5,ARQUITECTURA
964,4,66,34,82.33,ARQUITECTURA
965,5,110,32,88.17,ARQUITECTURA
966,5,32,18,82.5,ARQUITECTURA
967,1,,26,0,ARQUITECTURA
968,2,20,20,86.2,ARQUITECTURA
969,1,,26,0,ARQUITECTURA
970,6,28,28,92.6,ARQUITECTURA
971,4,28,22,79.86,ARQUITECTURA
972,5,104,32,89.96,ARQUITECTURA
973,2,26,26,88.5,ARQUITECTURA
974,3,52,28,85.75,ARQUITECTURA
975,6,135,23,83.43,ARQUITECTURA
976,4,76,28,92.24,ARQUITECTURA
977,7,104,36,84.5,ARQUITECTURA
978,3,52,28,86.83,ARQUITECTURA
979,4,80,30,90.06,ARQUITECTURA
980,8,81,29,79.68,ARQUITECTURA
981,5,110,32,89.5,ARQUITECTURA
982,1,,26,0,ARQUITECTURA
983,4,80,30,90.67,ARQUITECTURA
984,6,120,28,85.59,ARQUITECTURA
985,1,,26,0,ARQUITECTURA
986,1,,26,0,ARQUITECTURA
987,1,,26,0,ARQUITECTURA
988,7,158,36,84.97,ARQUITECTURA
989,3,48,32,87,ARQUITECTURA
990,1,,26,0,ARQUITECTURA
991,4,72,31,88.25,ARQUITECTURA
992,4,72,26,87.38,ARQUITECTURA
993,7,127,14,84.68,ARQUITECTURA
994,2,26,26,86.5,ARQUITECTURA
995,7,166,32,85.6,ARQUITECTURA
996,7,174,28,87.59,ARQUITECTURA
997,2,20,26,84.2,ARQUITECTURA
998,1,,26,0,ARQUITECTURA
999,2,22,22,84.6,ARQUITECTURA
1000,1,,26,0,ARQUITECTURA
1001,3,52,24,90.5,ARQUITECTURA
1002,6,125,25,82.81,ARQUITECTURA
1003,2,26,26,90.33,ARQUITECTURA
1004,5,110,32,90.13,ARQUITECTURA
1005,1,,26,0,ARQUITECTURA
1006,7,139,23,88.79,ARQUITECTURA
1007,3,34,32,88.13,ARQUITECTURA
1008,2,26,26,92.33,ARQUITECTURA
1009,4,64,28,89.67,ARQUITECTURA
1010,1,,26,0,ARQUITECTURA
1011,7,186,25,90.26,ARQUITECTURA
1012,1,,26,0,ARQUITECTURA
1013,1,,26,0,ARQUITECTURA
1014,1,,26,0,ARQUITECTURA
1015,4,80,33,95.61,ARQUITECTURA
1016,6,142,24,88.6,ARQUITECTURA
1017,8,198,25,85.56,ARQUITECTURA
1018,2,26,26,87.83,ARQUITECTURA
1019,3,52,28,89.83,ARQUITECTURA
1020,5,58,20,84.62,ARQUITECTURA
1021,7,107,33,80.13,ARQUITECTURA
1022,1,,26,0,ARQUITECTURA
1023,2,4,18,70,ARQUITECTURA
1024,8,190,25,85.41,ARQUITECTURA
1025,5,98,23,85.59,ARQUITECTURA
1026,8,168,35,82.33,ARQUITECTURA
1027,6,138,24,84.55,ARQUITECTURA
1028,1,,26,0,ARQUITECTURA
1029,1,,26,0,ARQUITECTURA
1030,1,,26,0,ARQUITECTURA
1031,2,26,26,87.83,ARQUITECTURA
1032,6,118,20,83.63,ARQUITECTURA
1033,5,80,29,92.56,ARQUITECTURA
1034,7,166,32,86.74,ARQUITECTURA
1035,3,52,28,90.33,ARQUITECTURA
1036,1,,26,0,ARQUITECTURA
1037,4,64,30,84.8,ARQUITECTURA
1038,1,,26,0,ARQUITECTURA
1039,2,22,26,89.2,ARQUITECTURA
1040,3,48,32,92.18,ARQUITECTURA
1041,5,110,32,91.13,ARQUITECTURA
1042,5,102,25,87.17,ARQUITECTURA
1043,2,26,26,88.33,ARQUITECTURA
1044,8,119,20,79.08,ARQUITECTURA
1045,4,80,30,86.56,ARQUITECTURA
1046,6,135,27,88.79,ARQUITECTURA
1047,6,142,24,89.47,ARQUITECTURA
1048,5,110,32,95.33,ARQUITECTURA
1049,1,,26,0,ARQUITECTURA
1050,8,147,27,82.87,ARQUITECTURA
1051,6,127,24,88.19,ARQUITECTURA
1052,1,,26,0,ARQUITECTURA
1053,6,147,31,85.47,ARQUITECTURA
1054,5,92,18,86.52,ARQUITECTURA
1055,4,76,28,92.12,ARQUITECTURA
1056,4,68,30,80.8,ARQUITECTURA
1057,2,20,22,77.6,ARQUITECTURA
1058,7,159,32,84.18,ARQUITECTURA
1059,1,,26,0,ARQUITECTURA
1060,1,,26,0,ARQUITECTURA
1061,8,168,32,82.86,ARQUITECTURA
1062,5,98,30,85.23,ARQUITECTURA
1063,8,152,26,81.79,ARQUITECTURA
1064,2,20,20,84.6,ARQUITECTURA
1065,2,26,26,86.17,ARQUITECTURA
1066,1,,26,0,ARQUITECTURA
1067,1,,26,0,ARQUITECTURA
1068,1,,26,0,ARQUITECTURA
1069,8,200,23,90.29,ARQUITECTURA
1070,8,202,25,82.59,ARQUITECTURA
1071,3,48,32,85.64,ARQUITECTURA
1072,3,24,28,87.33,ARQUITECTURA
1073,4,68,30,86.53,ARQUITECTURA
1074,1,,26,0,ARQUITECTURA
1075,6,142,24,87.33,ARQUITECTURA
1076,5,110,32,86.88,ARQUITECTURA
1077,5,84,30,79.16,ARQUITECTURA
1078,6,125,29,85.37,ARQUITECTURA
1079,2,26,26,90.17,ARQUITECTURA
1080,2,4,22,90,ARQUITECTURA
1081,4,60,34,87.14,ARQUITECTURA
1082,2,26,26,86.5,ARQUITECTURA
1083,8,107,17,82.38,ARQUITECTURA
1084,5,102,27,93.82,ARQUITECTURA
1085,1,,26,0,ARQUITECTURA
1086,1,,26,0,ARQUITECTURA
1087,2,26,26,89,ARQUITECTURA
1088,6,79,27,84.67,ARQUITECTURA
1089,6,133,30,86.93,ARQUITECTURA
1090,4,80,30,86.72,ARQUITECTURA
1091,4,34,28,79.25,ARQUITECTURA
1092,3,40,24,88.56,ARQUITECTURA
1093,1,,26,0,ARQUITECTURA
1094,1,,26,0,ARQUITECTURA
1095,5,54,12,84.5,ARQUITECTURA
1096,2,26,26,89.67,ARQUITECTURA
1097,7,139,24,84.62,ARQUITECTURA
1098,2,26,26,89.5,ARQUITECTURA
1099,3,48,26,86.09,ARQUITECTURA
1100,6,100,20,86.64,ARQUITECTURA
1101,5,104,36,87.52,ARQUITECTURA
1102,3,52,28,88.33,ARQUITECTURA
1103,3,32,26,85.5,ARQUITECTURA
1104,5,110,32,87.5,ARQUITECTURA
1105,3,52,28,88.83,ARQUITECTURA
1106,1,,26,0,ARQUITECTURA
1107,2,26,26,84.5,ARQUITECTURA
1108,5,78,34,85.56,ARQUITECTURA
1109,5,110,32,87.33,ARQUITECTURA
1110,7,198,25,85.54,ARQUITECTURA
1111,2,26,26,92.33,ARQUITECTURA
1112,3,38,26,83.78,ARQUITECTURA
1113,8,178,29,86.29,ARQUITECTURA
1114,2,20,20,82.2,ARQUITECTURA
1115,4,56,26,83.85,ARQUITECTURA
1116,3,32,18,79.29,ARQUITECTURA
1117,1,,26,0,ARQUITECTURA
1118,1,,26,0,ARQUITECTURA
1119,1,,26,0,ARQUITECTURA
1120,8,198,25,87.1,ARQUITECTURA
1121,1,,26,0,ARQUITECTURA
1122,8,152,26,81.3,ARQUITECTURA
1123,6,93,17,85.1,ARQUITECTURA
1124,3,52,24,92.58,ARQUITECTURA
1125,3,56,28,89.15,ARQUITECTURA
1126,2,26,26,88.33,ARQUITECTURA
1127,1,,26,0,ARQUITECTURA
1128,11,164,32,78.83,BIOQUIMICA
1129,9,238,20,86.78,BIOQUIMICA
1130,11,133,21,76.14,BIOQUIMICA
1131,12,244,15,78.49,BIOQUIMICA
1132,9,238,20,84.76,BIOQUIMICA
1133,10,264,10,85.2,BIOQUIMICA
1134,9,238,20,84.36,BIOQUIMICA
1135,9,238,20,88.28,BIOQUIMICA
1136,9,247,11,90,BIOQUIMICA
1137,9,234,20,86,BIOQUIMICA
1138,10,264,10,85.53,BIOQUIMICA
1139,9,250,14,82.21,BIOQUIMICA
1140,11,195,26,78.66,BIOQUIMICA
1141,10,236,19,81.82,BIOQUIMICA
1142,9,164,32,82.77,BIOQUIMICA
1143,11,264,10,83.44,BIOQUIMICA
1144,9,264,10,86.56,BIOQUIMICA
1145,10,250,14,80.67,BIOQUIMICA
1146,9,247,11,85,BIOQUIMICA
1147,9,146,23,81.84,BIOQUIMICA
1148,9,264,10,93.89,BIOQUIMICA
1149,10,85,19,76.47,BIOQUIMICA
1150,9,211,24,87.34,BIOQUIMICA
1151,10,264,10,83.58,BIOQUIMICA
1152,11,108,17,78,BIOQUIMICA
1153,9,206,29,81.84,BIOQUIMICA
1154,9,211,24,84.77,BIOQUIMICA
1155,9,247,11,87.69,BIOQUIMICA
1156,11,264,10,85.16,BIOQUIMICA
1157,9,247,11,91.1,BIOQUIMICA
1158,10,201,29,79.93,BIOQUIMICA
1159,9,194,27,82,BIOQUIMICA
1160,9,184,32,80.77,BIOQUIMICA
1161,9,247,11,90.62,BIOQUIMICA
1162,12,208,35,80.36,BIOQUIMICA
1163,11,254,5,80.47,BIOQUIMICA
1164,9,129,18,83.79,BIOQUIMICA
1165,9,238,20,89.26,BIOQUIMICA
1166,9,238,20,82.86,BIOQUIMICA
1167,9,247,11,90.56,BIOQUIMICA
1168,13,232,19,82.02,BIOQUIMICA
1169,9,196,24,81.34,BIOQUIMICA
1170,11,137,11,79.6,BIOQUIMICA
1171,9,149,27,78.44,BIOQUIMICA
1172,9,211,24,81.55,BIOQUIMICA
1173,11,169,32,82.42,BIOQUIMICA
1174,9,166,35,81,BIOQUIMICA
1175,9,243,15,86.55,BIOQUIMICA
1176,10,264,10,84.69,BIOQUIMICA
1177,9,159,20,81.59,BIOQUIMICA
1178,9,140,23,82.81,BIOQUIMICA
1179,9,264,10,89.18,BIOQUIMICA
1180,9,104,33,80.5,BIOQUIMICA
1181,11,259,5,80.57,BIOQUIMICA
1182,12,247,11,79.21,BIOQUIMICA
1183,10,236,19,81.04,BIOQUIMICA
1184,10,249,10,82.75,BIOQUIMICA
1185,9,264,10,97.95,BIOQUIMICA
1186,9,236,16,88.1,BIOQUIMICA
1187,9,250,14,82.77,BIOQUIMICA
1188,9,105,33,77.05,BIOQUIMICA
1189,9,247,11,89.94,BIOQUIMICA
1190,11,246,14,78.04,BIOQUIMICA
1191,3,52,30,90.75,BIOQUIMICA
1192,1,,23,0,BIOQUIMICA
1193,5,110,30,92.42,BIOQUIMICA
1194,3,52,30,79.5,BIOQUIMICA
1195,3,47,27,81.73,BIOQUIMICA
1196,5,99,36,81.45,BIOQUIMICA
1197,3,57,27,82.54,BIOQUIMICA
1198,5,104,32,87.13,BIOQUIMICA
1199,2,23,29,83.17,BIOQUIMICA
1200,7,161,35,83.38,BIOQUIMICA
1201,4,68,22,82.44,BIOQUIMICA
1202,1,,23,0,BIOQUIMICA
1203,4,62,20,82.93,BIOQUIMICA
1204,4,82,34,81.78,BIOQUIMICA
1205,7,193,24,88.65,BIOQUIMICA
1206,7,174,32,88,BIOQUIMICA
1207,8,127,34,77.61,BIOQUIMICA
1208,3,49,32,88.09,BIOQUIMICA
1209,5,104,30,82.91,BIOQUIMICA
1210,7,140,22,83.48,BIOQUIMICA
1211,1,,23,0,BIOQUIMICA
1212,7,165,36,86.37,BIOQUIMICA
1213,3,47,35,77.55,BIOQUIMICA
1214,4,42,22,78.7,BIOQUIMICA
1215,7,134,20,81.93,BIOQUIMICA
1216,5,89,27,86.45,BIOQUIMICA
1217,5,89,36,79.8,BIOQUIMICA
1218,7,149,5,83.34,BIOQUIMICA
1219,6,120,35,79.77,BIOQUIMICA
1220,5,81,34,85.44,BIOQUIMICA
1221,7,170,31,90.08,BIOQUIMICA
1222,5,99,28,83.73,BIOQUIMICA
1223,7,139,30,83.6,BIOQUIMICA
1224,5,69,26,79.06,BIOQUIMICA
1225,6,99,26,85.77,BIOQUIMICA
1226,2,23,29,78.83,BIOQUIMICA
1227,5,89,34,80.85,BIOQUIMICA
1228,5,76,31,78.82,BIOQUIMICA
1229,7,126,32,78.44,BIOQUIMICA
1230,6,69,20,81.38,BIOQUIMICA
1231,3,49,30,84.82,BIOQUIMICA
1232,7,98,36,83.86,BIOQUIMICA
1233,8,180,26,83.55,BIOQUIMICA
1234,1,,23,0,BIOQUIMICA
1235,1,,23,0,BIOQUIMICA
1236,7,98,34,81.14,BIOQUIMICA
1237,5,79,31,81.78,BIOQUIMICA
1238,7,155,28,82.58,BIOQUIMICA
1239,6,106,36,81.39,BIOQUIMICA
1240,8,165,26,79.14,BIOQUIMICA
1241,7,138,29,82.2,BIOQUIMICA
1242,6,124,30,83.52,BIOQUIMICA
1243,7,130,28,83.07,BIOQUIMICA
1244,1,,23,0,BIOQUIMICA
1245,3,39,25,83.89,BIOQUIMICA
1246,8,135,22,81.33,BIOQUIMICA
1247,5,110,30,84.21,BIOQUIMICA
1248,2,23,29,95.67,BIOQUIMICA
1249,4,57,27,85,BIOQUIMICA
1250,6,140,30,86.7,BIOQUIMICA
1251,6,91,17,81.1,BIOQUIMICA
1252,8,181,25,85.58,BIOQUIMICA
1253,2,23,29,91.17,BIOQUIMICA
1254,5,104,30,91.3,BIOQUIMICA
1255,8,180,31,81.76,BIOQUIMICA
1256,6,92,33,81.19,BIOQUIMICA
1257,4,57,35,79.38,BIOQUIMICA
1258,5,29,9,80.71,BIOQUIMICA
1259,8,145,23,83.72,BIOQUIMICA
1260,8,145,29,82.91,BIOQUIMICA
1261,3,52,30,96.5,BIOQUIMICA
1262,3,44,30,78.1,BIOQUIMICA
1263,7,170,31,96,BIOQUIMICA
1264,1,,23,0,BIOQUIMICA
1265,3,52,30,95.08,BIOQUIMICA
1266,1,,23,0,BIOQUIMICA
1267,1,,23,0,BIOQUIMICA
1268,5,72,27,84.06,BIOQUIMICA
1269,4,54,25,85.46,BIOQUIMICA
1270,5,110,30,85,BIOQUIMICA
1271,6,126,26,86.36,BIOQUIMICA
1272,4,82,28,89.11,BIOQUIMICA
1273,4,82,31,85.94,BIOQUIMICA
1274,3,57,27,85.08,BIOQUIMICA
1275,4,74,28,82.47,BIOQUIMICA
1276,7,127,20,80.29,BIOQUIMICA
1277,4,52,30,84.83,BIOQUIMICA
1278,1,,23,0,BIOQUIMICA
1279,3,52,30,97.92,BIOQUIMICA
1280,3,19,4,80.6,BIOQUIMICA
1281,6,113,23,79.72,BIOQUIMICA
1282,1,,23,0,BIOQUIMICA
1283,7,118,29,80.15,BIOQUIMICA
1284,1,,23,0,BIOQUIMICA
1285,3,28,23,71.33,BIOQUIMICA
1286,6,132,33,81.64,BIOQUIMICA
1287,6,100,27,81.64,BIOQUIMICA
1288,3,15,34,74.25,BIOQUIMICA
1289,2,23,29,88.33,BIOQUIMICA
1290,7,132,30,86.93,BIOQUIMICA
1291,2,23,29,92,BIOQUIMICA
1292,7,170,31,93.67,BIOQUIMICA
1293,6,92,33,84.38,BIOQUIMICA
1294,1,,23,0,BIOQUIMICA
1295,1,,23,0,BIOQUIMICA
1296,8,95,28,76.81,BIOQUIMICA
1297,3,52,30,87,BIOQUIMICA
1298,5,110,30,93.58,BIOQUIMICA
1299,1,,23,0,BIOQUIMICA
1300,1,,23,0,BIOQUIMICA
1301,3,36,26,78,BIOQUIMICA
1302,5,95,34,81.05,BIOQUIMICA
1303,1,,23,0,BIOQUIMICA
1304,7,170,31,91.78,BIOQUIMICA
1305,1,,23,0,BIOQUIMICA
1306,7,130,30,80.68,BIOQUIMICA
1307,7,105,28,79.3,BIOQUIMICA
1308,7,138,32,81.7,BIOQUIMICA
1309,7,170,31,87.78,BIOQUIMICA
1310,2,23,29,89.67,BIOQUIMICA
1311,3,52,30,90.67,BIOQUIMICA
1312,1,,23,0,BIOQUIMICA
1313,1,,23,0,BIOQUIMICA
1314,1,,23,0,BIOQUIMICA
1315,1,,23,0,BIOQUIMICA
1316,7,138,32,84.27,BIOQUIMICA
1317,1,,23,0,BIOQUIMICA
1318,3,18,29,91.2,BIOQUIMICA
1319,7,124,34,83.15,BIOQUIMICA
1320,3,52,30,92.5,BIOQUIMICA
1321,7,164,32,92.66,BIOQUIMICA
1322,7,164,32,92.49,BIOQUIMICA
1323,1,,23,0,BIOQUIMICA
1324,1,,23,0,BIOQUIMICA
1325,1,,23,0,BIOQUIMICA
1326,8,123,32,80,BIOQUIMICA
1327,2,18,29,78.4,BIOQUIMICA
1328,2,28,24,85.14,BIOQUIMICA
1329,2,23,29,88.33,BIOQUIMICA
1330,5,110,30,92.71,BIOQUIMICA
1331,3,52,27,82.42,BIOQUIMICA
1332,7,170,36,87.83,BIOQUIMICA
