RAMO,RAMO SIGLAS,RAMO DESCRIPCION,INSTITUCION SIGLAS,INSTITUCION NOMBRE,UR,AÑO,INDICE DE SATISFACCIÓN LABORAL
6,SHCP,Secretaría de Hacienda y Crédito Público,FND,"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",HAN,2012,82
6,SHCP,Secretaría de Hacienda y Crédito Público,FND,"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",HAN,2014,81
6,SHCP,Secretaría de Hacienda y Crédito Público,FND,"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",HAN,2015,81
6,SHCP,Secretaría de Hacienda y Crédito Público,FND,"Financiera Nacional de Desarrollo Agropecuario, Rural, Forestal y Pesquero",HAN,2016,80
6,SHCP,Secretaría de Hacienda y Crédito Público,FOCIR,Fondo de Capitalización e Inversión del Sector Rural  ,HAT,2010,85
6,SHCP,Secretaría de Hacienda y Crédito Público,FOCIR,Fondo de Capitalización e Inversión del Sector Rural  ,HAT,2011,88
6,SHCP,Secretaría de Hacienda y Crédito Público,FOCIR,Fondo de Capitalización e Inversión del Sector Rural  ,HAT,2012,88
6,SHCP,Secretaría de Hacienda y Crédito Público,FOCIR,Fondo de Capitalización e Inversión del Sector Rural  ,HAT,2013,84
6,SHCP,Secretaría de Hacienda y Crédito Público,FOCIR,Fondo de Capitalización e Inversión del Sector Rural  ,HAT,2014,89
6,SHCP,Secretaría de Hacienda y Crédito Público,FOCIR,Fondo de Capitalización e Inversión del Sector Rural  ,HAT,2015,89
6,SHCP,Secretaría de Hacienda y Crédito Público,FOCIR,Fondo de Capitalización e Inversión del Sector Rural  ,HAT,2016,88
6,SHCP,Secretaría de Hacienda y Crédito Público,IFAI,Instituto Federal de Acceso a la Información y Protección de Datos,HHE,2010,79
6,SHCP,Secretaría de Hacienda y Crédito Público,IFAI,Instituto Federal de Acceso a la Información y Protección de Datos,HHE,2011,77
6,SHCP,Secretaría de Hacienda y Crédito Público,IFAI,Instituto Federal de Acceso a la Información y Protección de Datos,HHE,2012,80
6,SHCP,Secretaría de Hacienda y Crédito Público,IFAI,Instituto Federal de Acceso a la Información y Protección de Datos,HHE,2013,77
6,SHCP,Secretaría de Hacienda y Crédito Público,INDETEC,Instituto para el Desarrollo Técnico de las Haciendas Públicas,HHI,2013,72
6,SHCP,Secretaría de Hacienda y Crédito Público,INDETEC,Instituto para el Desarrollo Técnico de las Haciendas Públicas,HHI,2014,70
6,SHCP,Secretaría de Hacienda y Crédito Público,INDETEC,Instituto para el Desarrollo Técnico de las Haciendas Públicas,HHI,2015,73
6,SHCP,Secretaría de Hacienda y Crédito Público,INDETEC,Instituto para el Desarrollo Técnico de las Haciendas Públicas,HHI,2016,73
6,SHCP,Secretaría de Hacienda y Crédito Público,INMUJERES,Instituto Nacional de las Mujeres,HHG,2010,76
6,SHCP,Secretaría de Hacienda y Crédito Público,INMUJERES,Instituto Nacional de las Mujeres,HHG,2011,81
6,SHCP,Secretaría de Hacienda y Crédito Público,INMUJERES,Instituto Nacional de las Mujeres,HHG,2012,83
6,SHCP,Secretaría de Hacienda y Crédito Público,INMUJERES,Instituto Nacional de las Mujeres,HHG,2013,78
6,SHCP,Secretaría de Hacienda y Crédito Público,INMUJERES,Instituto Nacional de las Mujeres,HHG,2014,78
6,SHCP,Secretaría de Hacienda y Crédito Público,INMUJERES,Instituto Nacional de las Mujeres,HHG,2015,79
6,SHCP,Secretaría de Hacienda y Crédito Público,INMUJERES,Instituto Nacional de las Mujeres,HHG,2016,75
6,SHCP,Secretaría de Hacienda y Crédito Público,IPAB,Instituto para la Protección al Ahorro Bancario,HHN,2010,83
6,SHCP,Secretaría de Hacienda y Crédito Público,IPAB,Instituto para la Protección al Ahorro Bancario,HHN,2011,87
6,SHCP,Secretaría de Hacienda y Crédito Público,IPAB,Instituto para la Protección al Ahorro Bancario,HHN,2012,88
6,SHCP,Secretaría de Hacienda y Crédito Público,IPAB,Instituto para la Protección al Ahorro Bancario,HHN,2013,91
6,SHCP,Secretaría de Hacienda y Crédito Público,IPAB,Instituto para la Protección al Ahorro Bancario,HHN,2014,91
6,SHCP,Secretaría de Hacienda y Crédito Público,IPAB,Instituto para la Protección al Ahorro Bancario,HHN,2015,91
6,SHCP,Secretaría de Hacienda y Crédito Público,IPAB,Instituto para la Protección al Ahorro Bancario,HHN,2016,89
6,SHCP,Secretaría de Hacienda y Crédito Público,LOTENAL,Lotería Nacional para la Asistencia Pública,HHQ,2010,78
6,SHCP,Secretaría de Hacienda y Crédito Público,LOTENAL,Lotería Nacional para la Asistencia Pública,HHQ,2011,78
6,SHCP,Secretaría de Hacienda y Crédito Público,LOTENAL,Lotería Nacional para la Asistencia Pública,HHQ,2012,80
6,SHCP,Secretaría de Hacienda y Crédito Público,LOTENAL,Lotería Nacional para la Asistencia Pública,HHQ,2013,80
6,SHCP,Secretaría de Hacienda y Crédito Público,LOTENAL,Lotería Nacional para la Asistencia Pública,HHQ,2014,83
6,SHCP,Secretaría de Hacienda y Crédito Público,LOTENAL,Lotería Nacional para la Asistencia Pública,HHQ,2015,83
6,SHCP,Secretaría de Hacienda y Crédito Público,LOTENAL,Lotería Nacional para la Asistencia Pública,HHQ,2016,80
6,SHCP,Secretaría de Hacienda y Crédito Público,NAFIN,"Nacional Financiera, S.N.C.",HIU,2010,88
6,SHCP,Secretaría de Hacienda y Crédito Público,NAFIN,"Nacional Financiera, S.N.C.",HIU,2011,88
6,SHCP,Secretaría de Hacienda y Crédito Público,NAFIN,"Nacional Financiera, S.N.C.",HIU,2012,88
6,SHCP,Secretaría de Hacienda y Crédito Público,NAFIN,"Nacional Financiera, S.N.C.",HIU,2013,87
6,SHCP,Secretaría de Hacienda y Crédito Público,NAFIN,"Nacional Financiera, S.N.C.",HIU,2014,86
6,SHCP,Secretaría de Hacienda y Crédito Público,NAFIN,"Nacional Financiera, S.N.C.",HIU,2015,89
6,SHCP,Secretaría de Hacienda y Crédito Público,NAFIN,"Nacional Financiera, S.N.C.",HIU,2016,85
6,SHCP,Secretaría de Hacienda y Crédito Público,NOTIMEX,"Notimex, Agencia de Noticias del Estado Mexicano",AYG,2010,72
6,SHCP,Secretaría de Hacienda y Crédito Público,NOTIMEX,"Notimex, Agencia de Noticias del Estado Mexicano",AYG,2011,71
6,SHCP,Secretaría de Hacienda y Crédito Público,NOTIMEX,"Notimex, Agencia de Noticias del Estado Mexicano",AYG,2012,79
6,SHCP,Secretaría de Hacienda y Crédito Público,NOTIMEX,"Notimex, Agencia de Noticias del Estado Mexicano",AYG,2013,75
6,SHCP,Secretaría de Hacienda y Crédito Público,NOTIMEX,"Notimex, Agencia de Noticias del Estado Mexicano",AYG,2014,80
6,SHCP,Secretaría de Hacienda y Crédito Público,NOTIMEX,"Notimex, Agencia de Noticias del Estado Mexicano",AYG,2015,82
6,SHCP,Secretaría de Hacienda y Crédito Público,NOTIMEX,"Notimex, Agencia de Noticias del Estado Mexicano",AYG,2016,81
6,SHCP,Secretaría de Hacienda y Crédito Público,PRODECON,Procuraduría de la Defensa del Contribuyente,AYI,2012,82
6,SHCP,Secretaría de Hacienda y Crédito Público,PRODECON,Procuraduría de la Defensa del Contribuyente,AYI,2013,80
6,SHCP,Secretaría de Hacienda y Crédito Público,PRODECON,Procuraduría de la Defensa del Contribuyente,AYI,2014,82
6,SHCP,Secretaría de Hacienda y Crédito Público,PRODECON,Procuraduría de la Defensa del Contribuyente,AYI,2015,83
6,SHCP,Secretaría de Hacienda y Crédito Público,PRODECON,Procuraduría de la Defensa del Contribuyente,AYI,2016,83
6,SHCP,Secretaría de Hacienda y Crédito Público,PRONOSTICOS,Pronósticos para la Asistencia Pública,HJY,2010,84
6,SHCP,Secretaría de Hacienda y Crédito Público,PRONOSTICOS,Pronósticos para la Asistencia Pública,HJY,2011,84
6,SHCP,Secretaría de Hacienda y Crédito Público,PRONOSTICOS,Pronósticos para la Asistencia Pública,HJY,2012,84
6,SHCP,Secretaría de Hacienda y Crédito Público,PRONOSTICOS,Pronósticos para la Asistencia Pública,HJY,2013,85
6,SHCP,Secretaría de Hacienda y Crédito Público,PRONOSTICOS,Pronósticos para la Asistencia Pública,HJY,2014,88
6,SHCP,Secretaría de Hacienda y Crédito Público,PRONOSTICOS,Pronósticos para la Asistencia Pública,HJY,2015,87
6,SHCP,Secretaría de Hacienda y Crédito Público,PRONOSTICOS,Pronósticos para la Asistencia Pública,HJY,2016,81
6,SHCP,Secretaría de Hacienda y Crédito Público,SAE,Servicio de Administración y Enajenación de Bienes  ,HKA,2011,77
6,SHCP,Secretaría de Hacienda y Crédito Público,SAE,Servicio de Administración y Enajenación de Bienes  ,HKA,2012,79
6,SHCP,Secretaría de Hacienda y Crédito Público,SAE,Servicio de Administración y Enajenación de Bienes  ,HKA,2013,80
6,SHCP,Secretaría de Hacienda y Crédito Público,SAE,Servicio de Administración y Enajenación de Bienes  ,HKA,2014,84
6,SHCP,Secretaría de Hacienda y Crédito Público,SAE,Servicio de Administración y Enajenación de Bienes  ,HKA,2015,84
6,SHCP,Secretaría de Hacienda y Crédito Público,SAE,Servicio de Administración y Enajenación de Bienes  ,HKA,2016,80
6,SHCP,Secretaría de Hacienda y Crédito Público,SAT,Servicio de Administración Tributaria,E00,2010,81
6,SHCP,Secretaría de Hacienda y Crédito Público,SAT,Servicio de Administración Tributaria,E00,2011,82
6,SHCP,Secretaría de Hacienda y Crédito Público,SAT,Servicio de Administración Tributaria,E00,2012,83
6,SHCP,Secretaría de Hacienda y Crédito Público,SAT,Servicio de Administración Tributaria,E00,2013,83
6,SHCP,Secretaría de Hacienda y Crédito Público,SAT,Servicio de Administración Tributaria,E00,2014,84
6,SHCP,Secretaría de Hacienda y Crédito Público,SAT,Servicio de Administración Tributaria,E00,2015,87
6,SHCP,Secretaría de Hacienda y Crédito Público,SAT,Servicio de Administración Tributaria,E00,2016,82
6,SHCP,Secretaría de Hacienda y Crédito Público,SHCP,Secretaría de Hacienda y Crédito Público,100,2010,77
6,SHCP,Secretaría de Hacienda y Crédito Público,SHCP,Secretaría de Hacienda y Crédito Público,100,2011,79
6,SHCP,Secretaría de Hacienda y Crédito Público,SHCP,Secretaría de Hacienda y Crédito Público,100,2012,79
6,SHCP,Secretaría de Hacienda y Crédito Público,SHCP,Secretaría de Hacienda y Crédito Público,100,2013,78
6,SHCP,Secretaría de Hacienda y Crédito Público,SHCP,Secretaría de Hacienda y Crédito Público,100,2014,80
6,SHCP,Secretaría de Hacienda y Crédito Público,SHCP,Secretaría de Hacienda y Crédito Público,100,2015,81
6,SHCP,Secretaría de Hacienda y Crédito Público,SHCP,Secretaría de Hacienda y Crédito Público,100,2016,78
6,SHCP,Secretaría de Hacienda y Crédito Público,SHF,"Sociedad Hipotecaria Federal, S.N.C.",HKI,2013,80
6,SHCP,Secretaría de Hacienda y Crédito Público,SHF,"Sociedad Hipotecaria Federal, S.N.C.",HKI,2014,80
6,SHCP,Secretaría de Hacienda y Crédito Público,SHF,"Sociedad Hipotecaria Federal, S.N.C.",HKI,2015,81
6,SHCP,Secretaría de Hacienda y Crédito Público,SPR,Sistema Público de Radiodifusión del Estado Mexicano,E0K,2011,84
6,SHCP,Secretaría de Hacienda y Crédito Público,SPR,Sistema Público de Radiodifusión del Estado Mexicano,E0K,2012,83
6,SHCP,Secretaría de Hacienda y Crédito Público,SPR,Sistema Público de Radiodifusión del Estado Mexicano,E0K,2013,81
6,SHCP,Secretaría de Hacienda y Crédito Público,SPR,Sistema Público de Radiodifusión del Estado Mexicano,E0K,2014,82
6,SHCP,Secretaría de Hacienda y Crédito Público,SPR,Sistema Público de Radiodifusión del Estado Mexicano,E0K,2015,81
7,SEDENA,Secretaría de la Defensa Nacional,ISSFAM,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas ,HXA,2010,79
7,SEDENA,Secretaría de la Defensa Nacional,ISSFAM,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas ,HXA,2011,79
7,SEDENA,Secretaría de la Defensa Nacional,ISSFAM,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas ,HXA,2012,77
7,SEDENA,Secretaría de la Defensa Nacional,ISSFAM,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas ,HXA,2013,82
7,SEDENA,Secretaría de la Defensa Nacional,ISSFAM,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas ,HXA,2014,79
7,SEDENA,Secretaría de la Defensa Nacional,ISSFAM,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas ,HXA,2015,83
7,SEDENA,Secretaría de la Defensa Nacional,ISSFAM,Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas ,HXA,2016,77
7,SEDENA,Secretaría de la Defensa Nacional,SEDENA,Secretaría de la Defensa Nacional,100,2010,89
7,SEDENA,Secretaría de la Defensa Nacional,SEDENA,Secretaría de la Defensa Nacional,100,2011,88
7,SEDENA,Secretaría de la Defensa Nacional,SEDENA,Secretaría de la Defensa Nacional,100,2012,79
7,SEDENA,Secretaría de la Defensa Nacional,SEDENA,Secretaría de la Defensa Nacional,100,2013,88
7,SEDENA,Secretaría de la Defensa Nacional,SEDENA,Secretaría de la Defensa Nacional,100,2014,86
7,SEDENA,Secretaría de la Defensa Nacional,SEDENA,Secretaría de la Defensa Nacional,100,2015,88
7,SEDENA,Secretaría de la Defensa Nacional,SEDENA,Secretaría de la Defensa Nacional,100,2016,88
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,ASERCA,Apoyos y Servicios a la Comercialización Agropecuaria,F00,2010,76
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,ASERCA,Apoyos y Servicios a la Comercialización Agropecuaria,F00,2011,77
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,ASERCA,Apoyos y Servicios a la Comercialización Agropecuaria,F00,2012,77
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,ASERCA,Apoyos y Servicios a la Comercialización Agropecuaria,F00,2013,77
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,ASERCA,Apoyos y Servicios a la Comercialización Agropecuaria,F00,2014,79
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,ASERCA,Apoyos y Servicios a la Comercialización Agropecuaria,F00,2015,78
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,ASERCA,Apoyos y Servicios a la Comercialización Agropecuaria,F00,2016,77
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,COLPOS,Colegio de Postgraduados,IZC,2010,72
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,COLPOS,Colegio de Postgraduados,IZC,2011,74
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,COLPOS,Colegio de Postgraduados,IZC,2012,80
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,COLPOS,Colegio de Postgraduados,IZC,2013,80
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,COLPOS,Colegio de Postgraduados,IZC,2014,82
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,COLPOS,Colegio de Postgraduados,IZC,2015,83
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,COLPOS,Colegio de Postgraduados,IZC,2016,75
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONADESUCA,Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,AFU,2010,85
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONADESUCA,Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,AFU,2011,93
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONADESUCA,Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,AFU,2012,85
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONADESUCA,Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,AFU,2013,82
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONADESUCA,Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,AFU,2014,91
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONADESUCA,Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,AFU,2015,85
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONADESUCA,Comité Nacional para el Desarrollo Sustentable de la Caña de Azúcar,AFU,2016,82
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAPESCA,Comisión Nacional de Acuacultura y Pesca,I00,2010,74
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAPESCA,Comisión Nacional de Acuacultura y Pesca,I00,2011,78
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAPESCA,Comisión Nacional de Acuacultura y Pesca,I00,2012,78
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAPESCA,Comisión Nacional de Acuacultura y Pesca,I00,2013,77
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAPESCA,Comisión Nacional de Acuacultura y Pesca,I00,2014,79
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAPESCA,Comisión Nacional de Acuacultura y Pesca,I00,2015,79
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAPESCA,Comisión Nacional de Acuacultura y Pesca,I00,2016,73
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAZA,Comisión Nacional de las Zonas Áridas,IZI,2010,80
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAZA,Comisión Nacional de las Zonas Áridas,IZI,2011,84
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAZA,Comisión Nacional de las Zonas Áridas,IZI,2012,81
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAZA,Comisión Nacional de las Zonas Áridas,IZI,2013,81
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAZA,Comisión Nacional de las Zonas Áridas,IZI,2014,82
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAZA,Comisión Nacional de las Zonas Áridas,IZI,2015,83
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CONAZA,Comisión Nacional de las Zonas Áridas,IZI,2016,84
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CSAEGRO,Colegio Superior Agropecuario del Estado de Guerrero,D00,2010,70
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CSAEGRO,Colegio Superior Agropecuario del Estado de Guerrero,D00,2011,76
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CSAEGRO,Colegio Superior Agropecuario del Estado de Guerrero,D00,2012,77
8,SAGARPA,Secretaría de Agricultura Ganadería  Desarrollo Rural y Pesca,CSAEGRO,Colegio Superior Agropecuario del Estado de Guerrero,D00,2013,80
