"matricula","carrera","genero","promedio","edad","peso","altura"
515,"QUIMICA","F",88.95,22,64.51,164.51
516,"BIOQUIMICA","F",77.83,19,57.6,157.6
517,"INDUSTRIAL","F",87.78,22,62.66,162.66
518,"ARQUITECTURA","F",84.19,20,59.49,159.49
519,"BIOQUIMICA","F",85.86,21,59.18,159.18
520,"QUIMICA","F",85.59,21,62.62,162.62
521,"BIOQUIMICA","M",82.56,20,82.67,182.67
522,"ELECTRICA","F",86.84,21,60.3,160.3
523,"QUIMICA","M",85.34,21,72.82,172.82
524,"INFORMATICA","F",91.76,23,60.63,160.63
525,"QUIMICA","F",85.73,21,63.43,163.43
526,"QUIMICA","M",83.62,20,81.46,181.46
527,"ELECTRICA","M",89.68,22,80.85,180.85
528,"SISTEMAS","M",85.52,21,78.8,178.8
529,"QUIMICA","M",82.82,20,73.99,173.99
530,"MECANICA","F",85.66,21,60.17,160.17
531,"TIC","F",91.5,23,57.4,157.4
532,"MECATRONICA","F",84.35,21,57.21,157.21
533,"MECANICA","M",90.04,22,76.19,176.19
534,"MECATRONICA","M",85.5,21,76.11,176.11
535,"CIVIL","F",83.51,20,57.23,157.23
536,"QUIMICA","M",86.97,21,77.64,177.64
537,"CIVIL","F",85.15,21,60.61,160.61
538,"ELECTRICA","M",84.75,21,76.84,176.84
539,"TIC","F",90.26,22,56.54,156.54
540,"INDUSTRIAL","M",83.32,20,83.92,183.92
541,"ELECTRICA","M",87.63,21,79.87,179.87
542,"SISTEMAS","F",86.78,21,59.08,159.08
543,"INDUSTRIAL","F",80.38,19,60.6,160.6
544,"ELECTRONICA","F",84.8,21,61.81,161.81
545,"CIVIL","M",87.86,22,78.9,178.9
546,"MECATRONICA","F",83.92,20,60.9,160.9
547,"ELECTRONICA","M",87.07,21,77.99,177.99
548,"ARQUITECTURA","M",86.55,21,77.58,177.58
549,"QUIMICA","F",90.09,22,60.07,160.07
550,"INDUSTRIAL","M",82.06,20,80.62,180.62
551,"MECANICA","F",91.46,23,61.27,161.27
552,"MECATRONICA","M",80.47,19,80.19,180.19
553,"SISTEMAS","F",89.28,22,59.82,159.82
554,"ELECTRONICA","F",93.24,23,58.53,158.53
555,"MECANICA","M",88.26,22,86.51,186.51
556,"QUIMICA","M",88.42,22,78.61,178.61
557,"QUIMICA","M",82.79,20,76.16,176.16
558,"BIOQUIMICA","M",86.44,21,79.9,179.9
559,"ELECTRICA","M",84.67,21,78.26,178.26
560,"ARQUITECTURA","M",84.32,21,78.64,178.64
561,"MECANICA","M",81.41,20,76.57,176.57
562,"MECATRONICA","F",84.46,21,60.24,160.24
563,"CIVIL","M",84.65,21,79.61,179.61
564,"INDUSTRIAL","M",83.04,20,82.29,182.29
565,"CIVIL","M",85.16,21,76.64,176.64
566,"ADMINISTRACION","M",90.45,22,85.23,185.23
567,"BIOQUIMICA","M",89.39,22,77.18,177.18
568,"ARQUITECTURA","M",84.46,21,84.14,184.14
569,"INDUSTRIAL","F",85.88,21,64.67,164.67
570,"CIVIL","F",83.66,20,59.33,159.33
571,"BIOQUIMICA","F",87.39,21,57.21,157.21
572,"BIOQUIMICA","M",82.75,20,78.41,178.41
573,"SISTEMAS","F",83.7,20,63.47,163.47
574,"INFORMATICA","M",86.89,21,80.31,180.31
575,"MECANICA","M",87.6,21,76.2,176.2
576,"BIOQUIMICA","F",83.72,20,61.21,161.21
577,"INDUSTRIAL","F",90.48,22,59.6,159.6
578,"INFORMATICA","F",83.95,20,60.82,160.82
579,"BIOQUIMICA","F",81.55,20,58.03,158.03
580,"CIVIL","F",89.82,22,57.41,157.41
581,"QUIMICA","F",84.37,21,60.43,160.43
582,"CIVIL","M",87.95,22,82.58,182.58
583,"MECATRONICA","F",83.73,20,59.16,159.16
584,"CIVIL","M",83.55,20,81.76,181.76
585,"INDUSTRIAL","F",82.81,20,56.36,156.36
586,"QUIMICA","F",87.35,21,60.9,160.9
587,"QUIMICA","F",90.7,22,58.26,158.26
588,"ADMINISTRACION","M",85.09,21,76.29,176.29
589,"QUIMICA","M",90.7,22,77.42,177.42
590,"CIVIL","F",86.52,21,62.71,162.71
591,"ELECTRONICA","F",89.74,22,60.08,160.08
592,"QUIMICA","F",88.85,22,58.59,158.59
593,"ELECTRONICA","F",90.49,22,61.36,161.36
594,"ELECTRONICA","M",90.15,22,80.16,180.16
595,"INFORMATICA","M",83.47,20,80.89,180.89
596,"INFORMATICA","M",85.31,21,84.88,184.88
597,"INFORMATICA","F",85.12,21,59.11,159.11
598,"ELECTRONICA","F",84.75,21,60.37,160.37
599,"INFORMATICA","F",83.16,20,57.78,157.78
600,"SISTEMAS","M",90.39,22,76.53,176.53
601,"ELECTRICA","F",87.3,21,60.49,160.49
602,"BIOQUIMICA","M",85.49,21,78.44,178.44
603,"TIC","M",85.82,21,77.34,177.34
604,"SISTEMAS","F",84.13,20,57.25,157.25
605,"INDUSTRIAL","M",82.74,20,82.27,182.27
606,"SISTEMAS","F",84.45,21,60.8,160.8
607,"TIC","M",83.22,20,78.7,178.7
608,"TIC","M",85.27,21,77.68,177.68
609,"ELECTRONICA","F",85.9,21,58.59,158.59
610,"TIC","M",84.16,20,77.55,177.55
611,"ELECTRICA","F",88.64,22,57.62,157.62
612,"CIVIL","F",82.71,20,58.42,158.42
613,"ARQUITECTURA","M",88.82,22,76.67,176.67
614,"BIOQUIMICA","M",82.47,20,85.2,185.2
615,"ARQUITECTURA","M",88.31,22,82.98,182.98
616,"ADMINISTRACION","F",90.99,22,63.73,163.73
617,"ELECTRICA","F",86.18,21,62.27,162.27
618,"MECANICA","F",85.22,21,58.56,158.56
619,"BIOQUIMICA","M",87.95,22,82.76,182.76
620,"MECANICA","F",88.12,22,60.44,160.44
621,"CIVIL","F",89.06,22,59.05,159.05
622,"INDUSTRIAL","F",85.17,21,60.39,160.39
623,"MECATRONICA","F",87.39,21,57.36,157.36
624,"ELECTRICA","F",83.37,20,59.87,159.87
625,"ARQUITECTURA","F",90.41,22,58.72,158.72
626,"SISTEMAS","F",84.46,21,57.52,157.52
627,"MECANICA","F",85.24,21,64.37,164.37
628,"ELECTRONICA","M",88.63,22,83.26,183.26
629,"ADMINISTRACION","M",80.82,20,76.83,176.83
630,"ELECTRICA","M",88,22,82.14,182.14
631,"ARQUITECTURA","M",85.93,21,80.26,180.26
632,"ELECTRONICA","F",88.41,22,58.5,158.5
633,"MECANICA","M",82.2,20,79.04,179.04
634,"INDUSTRIAL","F",86.44,21,59.2,159.2
635,"MECANICA","M",86.93,21,82.1,182.1
636,"CIVIL","F",78.83,19,61.07,161.07
637,"BIOQUIMICA","M",80.01,19,86.89,186.89
638,"INFORMATICA","M",84.92,21,77.6,177.6
639,"QUIMICA","F",87.61,21,59.68,159.68
640,"ADMINISTRACION","M",81.75,20,80.12,180.12
641,"CIVIL","M",88.66,22,83.96,183.96
642,"ADMINISTRACION","M",85.21,21,76.56,176.56
643,"CIVIL","F",85.67,21,63.1,163.1
644,"ELECTRICA","F",86.9,21,56.41,156.41
645,"ELECTRICA","F",86.51,21,61.12,161.12
646,"ARQUITECTURA","F",87.51,21,60.99,160.99
647,"QUIMICA","F",85.29,21,62.02,162.02
648,"QUIMICA","M",84.59,21,83.93,183.93
649,"ELECTRICA","F",86.77,21,58.21,158.21
650,"CIVIL","F",87.68,21,58.44,158.44
651,"SISTEMAS","M",85.17,21,84.24,184.24
652,"ELECTRICA","M",81.07,20,86.95,186.95
653,"INDUSTRIAL","F",78.16,19,56.7,156.7
654,"ELECTRICA","F",88.36,22,62.68,162.68
655,"MECANICA","F",88.46,22,60.59,160.59
656,"MECATRONICA","M",88.82,22,79.92,179.92
657,"ADMINISTRACION","M",88.59,22,79.46,179.46
658,"ELECTRICA","F",87.88,22,56.72,156.72
659,"SISTEMAS","M",86.23,21,77.97,177.97
660,"INFORMATICA","F",87.78,22,59.93,159.93
661,"ARQUITECTURA","M",87.94,22,78.89,178.89
662,"ADMINISTRACION","M",82.2,20,81.72,181.72
663,"BIOQUIMICA","M",84.44,21,84.75,184.75
664,"SISTEMAS","M",87.45,21,79.57,179.57
665,"TIC","M",93.03,23,78.71,178.71
666,"ELECTRONICA","M",85.24,21,78.86,178.86
667,"CIVIL","F",92.25,23,60.89,160.89
668,"MECANICA","M",84.16,20,79.01,179.01
669,"TIC","M",81.21,20,79.71,179.71
670,"QUIMICA","M",84.98,21,76.96,176.96
671,"BIOQUIMICA","M",88.23,22,77.35,177.35
672,"ADMINISTRACION","M",83.65,20,79.91,179.91
673,"ELECTRONICA","M",84.69,21,86.35,186.35
674,"CIVIL","M",88.53,22,82.46,182.46
675,"MECATRONICA","M",84.29,21,75.87,175.87
676,"SISTEMAS","F",90.76,22,60.99,160.99
677,"ARQUITECTURA","F",85,21,60.97,160.97
678,"MECATRONICA","F",84.22,20,60.18,160.18
679,"ELECTRICA","M",83.71,20,79.12,179.12
680,"MECATRONICA","F",84.83,21,60.78,160.78
681,"QUIMICA","F",89.27,22,59.11,159.11
682,"SISTEMAS","M",82.75,20,82.28,182.28
683,"ARQUITECTURA","F",83.47,20,58.94,158.94
684,"MECANICA","M",87.32,21,80.52,180.52
685,"ARQUITECTURA","M",79.72,19,75.98,175.98
686,"ELECTRONICA","F",85.91,21,59.86,159.86
687,"CIVIL","F",85.05,21,62.87,162.87
688,"INFORMATICA","M",87.74,22,78.71,178.71
689,"INFORMATICA","M",84.61,21,72.51,172.51
690,"ELECTRICA","F",78.65,19,61.75,161.75
691,"SISTEMAS","F",83.41,20,57.59,157.59
692,"MECANICA","M",82.38,20,79,179
693,"ARQUITECTURA","M",96.02,24,86.04,186.04
694,"CIVIL","F",76.35,18,59.54,159.54
695,"CIVIL","F",87.12,21,58.56,158.56
696,"BIOQUIMICA","F",86.69,21,60.36,160.36
697,"QUIMICA","F",89.16,22,61.98,161.98
698,"INDUSTRIAL","F",83.1,20,59,159
699,"SISTEMAS","F",86.28,21,57.69,157.69
700,"BIOQUIMICA","M",82.71,20,75.37,175.37
701,"INFORMATICA","M",83.24,20,81.99,181.99
702,"SISTEMAS","M",81.96,20,78.63,178.63
703,"ELECTRONICA","M",82.63,20,81.4,181.4
704,"ADMINISTRACION","F",81.38,20,59.59,159.59
705,"ELECTRONICA","M",81.88,20,82.01,182.01
706,"MECANICA","F",85.8,21,66.07,166.07
707,"SISTEMAS","M",81.91,20,74.77,174.77
708,"INFORMATICA","M",88.59,22,81.01,181.01
709,"ARQUITECTURA","F",87.37,21,61.17,161.17
710,"QUIMICA","M",87.51,21,80.03,180.03
711,"ADMINISTRACION","M",89.24,22,84.94,184.94
712,"ELECTRONICA","M",81.62,20,74.88,174.88
713,"ELECTRONICA","M",85.24,21,78.96,178.96
714,"TIC","M",87.68,21,84.21,184.21
715,"SISTEMAS","M",89.84,22,80.11,180.11
716,"INDUSTRIAL","F",83.22,20,57.43,157.43
717,"BIOQUIMICA","F",84.54,21,62.83,162.83
718,"BIOQUIMICA","M",82.93,20,85.01,185.01
719,"ADMINISTRACION","F",89.21,22,61.84,161.84
720,"MECATRONICA","F",88.32,22,61.96,161.96
721,"MECANICA","M",92.12,23,83.91,183.91
722,"MECANICA","M",88.07,22,77.09,177.09
723,"ADMINISTRACION","M",91.09,22,81.98,181.98
724,"INDUSTRIAL","F",91.66,23,62.82,162.82
725,"QUIMICA","M",83.95,20,76.19,176.19
726,"ARQUITECTURA","M",76.85,18,77.8,177.8
727,"ARQUITECTURA","M",84.26,20,83.9,183.9
728,"QUIMICA","M",88.88,22,75.95,175.95
729,"ARQUITECTURA","F",87.41,21,60.61,160.61
730,"ADMINISTRACION","F",88.79,22,62.34,162.34
731,"QUIMICA","M",79.12,19,79.74,179.74
732,"CIVIL","M",84.74,21,84.36,184.36
733,"INDUSTRIAL","M",91.19,22,75.91,175.91
734,"CIVIL","F",83.63,20,60.09,160.09
735,"INDUSTRIAL","M",82.4,20,84.03,184.03
736,"ELECTRICA","M",86.9,21,81.94,181.94
737,"BIOQUIMICA","F",83.13,20,58.7,158.7
738,"QUIMICA","M",88.32,22,78.32,178.32
739,"MECANICA","F",90.55,22,58.67,158.67
740,"MECANICA","F",87.04,21,59.92,159.92
741,"INDUSTRIAL","F",81.11,20,59.52,159.52
742,"ELECTRONICA","M",86.27,21,81.86,181.86
743,"ADMINISTRACION","F",80.14,19,60.54,160.54
744,"ELECTRONICA","M",82.68,20,87.43,187.43
745,"INFORMATICA","M",85.81,21,76.23,176.23
746,"ADMINISTRACION","M",82.39,20,80.77,180.77
747,"INDUSTRIAL","F",79.23,19,57.11,157.11
748,"INFORMATICA","M",95.52,24,80.02,180.02
749,"ADMINISTRACION","F",81.83,20,58.15,158.15
750,"SISTEMAS","F",83.73,20,60.01,160.01
751,"INFORMATICA","M",83.84,20,77.53,177.53
752,"CIVIL","F",83.96,20,59.78,159.78
753,"CIVIL","F",88.59,22,58.04,158.04
754,"MECANICA","F",83.31,20,60.6,160.6
755,"ADMINISTRACION","F",88.04,22,60,160
756,"ELECTRICA","F",95.48,24,60.36,160.36
757,"MECATRONICA","F",88.01,22,63.42,163.42
758,"INDUSTRIAL","F",84.7,21,59.92,159.92
759,"ELECTRONICA","F",92.67,23,60.75,160.75
760,"INFORMATICA","F",89.01,22,61.21,161.21
761,"ELECTRONICA","M",88.21,22,76.78,176.78
762,"CIVIL","M",89.71,22,79.52,179.52
763,"ADMINISTRACION","M",87.31,21,80.73,180.73
764,"INFORMATICA","M",86.32,21,81.97,181.97
765,"ARQUITECTURA","F",89.34,22,55.75,155.75
766,"ELECTRICA","M",91.52,23,78.16,178.16
767,"INFORMATICA","M",89.62,22,78.35,178.35
768,"BIOQUIMICA","M",89.84,22,84.16,184.16
769,"SISTEMAS","F",90.31,22,57.05,157.05
770,"ELECTRONICA","F",87.03,21,59.28,159.28
771,"CIVIL","F",87.68,21,63.61,163.61
772,"INDUSTRIAL","F",90.95,22,58.18,158.18
773,"ELECTRONICA","F",85.14,21,57.81,157.81
774,"BIOQUIMICA","F",84.75,21,59.27,159.27
775,"BIOQUIMICA","F",88.93,22,57.83,157.83
776,"CIVIL","M",90.83,22,84.48,184.48
777,"QUIMICA","F",86.97,21,57.63,157.63
778,"MECANICA","M",89.52,22,77.94,177.94
779,"ELECTRICA","M",84.9,21,75.65,175.65
780,"BIOQUIMICA","M",84.01,20,78.63,178.63
781,"INDUSTRIAL","M",85.76,21,79.91,179.91
782,"MECATRONICA","F",88.68,22,58.29,158.29
783,"ADMINISTRACION","M",83.2,20,83.01,183.01
784,"ELECTRONICA","M",82.54,20,77.43,177.43
785,"MECANICA","M",87.88,22,82.31,182.31
786,"ADMINISTRACION","F",88.73,22,59.84,159.84
787,"ELECTRONICA","M",88.69,22,81.04,181.04
788,"ARQUITECTURA","F",85.95,21,59.9,159.9
789,"ELECTRICA","M",86.02,21,82.71,182.71
790,"ELECTRONICA","F",89.24,22,58.99,158.99
791,"CIVIL","M",90.69,22,84.3,184.3
792,"SISTEMAS","F",85.69,21,57.36,157.36
793,"SISTEMAS","M",84.83,21,78.4,178.4
794,"BIOQUIMICA","M",89.57,22,82.73,182.73
795,"SISTEMAS","M",83.66,20,80.73,180.73
796,"MECANICA","F",89.73,22,65.16,165.16
797,"MECANICA","F",85.2,21,58.24,158.24
798,"CIVIL","F",87.2,21,64.29,164.29
799,"MECATRONICA","M",84.88,21,76.94,176.94
800,"ELECTRICA","M",87.41,21,77.59,177.59
801,"TIC","M",86.62,21,78.09,178.09
802,"ELECTRICA","F",83.16,20,58.17,158.17
803,"INDUSTRIAL","M",81.89,20,81.57,181.57
804,"ADMINISTRACION","M",85.89,21,81.94,181.94
805,"ELECTRICA","F",86.16,21,57.5,157.5
806,"QUIMICA","F",85.55,21,62.02,162.02
807,"TIC","M",84.59,21,81.11,181.11
808,"ARQUITECTURA","F",79.53,19,60.1,160.1
809,"SISTEMAS","F",86.59,21,59.37,159.37
810,"QUIMICA","M",89.58,22,80.89,180.89
811,"ELECTRONICA","M",86.38,21,80.96,180.96
812,"CIVIL","F",89.1,22,63.45,163.45
813,"ELECTRICA","M",81.49,20,80.44,180.44
814,"TIC","F",86.26,21,59.86,159.86
815,"INFORMATICA","F",91.19,22,61.45,161.45
816,"INDUSTRIAL","F",90.63,22,59.15,159.15
817,"ADMINISTRACION","F",83.73,20,62.07,162.07
818,"MECANICA","M",84.62,21,76.04,176.04
819,"ARQUITECTURA","F",81.53,20,59.21,159.21
820,"BIOQUIMICA","M",85.4,21,77.02,177.02
821,"BIOQUIMICA","M",83.66,20,78.86,178.86
822,"SISTEMAS","M",88.89,22,80.72,180.72
823,"INFORMATICA","M",84.42,21,79.46,179.46
824,"INFORMATICA","F",84.97,21,60.87,160.87
825,"BIOQUIMICA","M",84.49,21,73.17,173.17
826,"QUIMICA","M",88.19,22,79.11,179.11
827,"MECANICA","F",83.52,20,58.72,158.72
828,"MECATRONICA","M",84.19,20,78.36,178.36
829,"TIC","F",82.56,20,60.55,160.55
830,"ADMINISTRACION","M",85.66,21,85.15,185.15
831,"INDUSTRIAL","M",83.76,20,75,175
832,"ELECTRONICA","M",92.65,23,72.61,172.61
833,"ARQUITECTURA","M",83.59,20,80.94,180.94
834,"QUIMICA","F",88.26,22,60.82,160.82
835,"MECANICA","F",87.45,21,58.3,158.3
836,"BIOQUIMICA","F",85.17,21,57.43,157.43
837,"TIC","M",92.04,23,82.35,182.35
838,"MECANICA","M",90.67,22,76.93,176.93
839,"TIC","F",84.75,21,54.71,154.71
840,"ARQUITECTURA","M",86.67,21,83.55,183.55
841,"CIVIL","F",89.9,22,59.67,159.67
842,"ARQUITECTURA","M",82.72,20,79.75,179.75
843,"BIOQUIMICA","M",82.82,20,81.42,181.42
844,"MECATRONICA","F",88.69,22,63.97,163.97
845,"MECATRONICA","M",84.34,21,79.86,179.86
846,"QUIMICA","F",89.71,22,58.05,158.05
847,"ARQUITECTURA","F",83.83,20,58.82,158.82
848,"MECANICA","M",85.52,21,84.13,184.13
849,"SISTEMAS","F",81.37,20,61.86,161.86
850,"MECATRONICA","M",91.13,22,83.74,183.74
851,"CIVIL","M",85.18,21,78.19,178.19
852,"ELECTRONICA","F",82.41,20,61.32,161.32
853,"INDUSTRIAL","F",83.49,20,63.24,163.24
854,"ELECTRICA","F",87.26,21,57.06,157.06
855,"CIVIL","F",84.76,21,62.44,162.44
856,"INFORMATICA","M",93.53,23,80.71,180.71
857,"INFORMATICA","M",89.07,22,75.54,175.54
858,"INDUSTRIAL","F",84.87,21,57.7,157.7
859,"TIC","M",84.43,21,79.35,179.35
860,"MECANICA","F",91.6,23,59.8,159.8
861,"BIOQUIMICA","M",86.13,21,74.02,174.02
862,"ELECTRONICA","M",86.47,21,81.12,181.12
863,"ELECTRICA","M",79.78,19,78.1,178.1
864,"ELECTRICA","M",82.33,20,77.93,177.93
865,"MECATRONICA","M",82.48,20,82.18,182.18
866,"CIVIL","F",80.3,19,59.15,159.15
867,"QUIMICA","F",87.35,21,61.85,161.85
868,"INDUSTRIAL","F",87.63,21,60.76,160.76
869,"SISTEMAS","F",82.05,20,60.52,160.52
870,"INDUSTRIAL","M",90.87,22,83.78,183.78
871,"MECATRONICA","M",88.49,22,83.56,183.56
872,"INFORMATICA","M",84.94,21,80.62,180.62
873,"TIC","M",85.78,21,81.78,181.78
874,"INFORMATICA","F",86.55,21,60.4,160.4
875,"INFORMATICA","F",84.56,21,58.95,158.95
876,"MECATRONICA","F",83,20,61.36,161.36
877,"MECANICA","F",84.42,21,59.08,159.08
878,"ADMINISTRACION","M",81.89,20,80.09,180.09
879,"MECATRONICA","M",84.04,20,78.56,178.56
880,"BIOQUIMICA","F",84.66,21,59.26,159.26
881,"MECATRONICA","M",83.07,20,83.92,183.92
882,"ELECTRONICA","M",88.11,22,76.02,176.02
883,"MECATRONICA","M",84.92,21,81.56,181.56
884,"CIVIL","F",84.29,21,61.43,161.43
885,"ELECTRONICA","M",86.91,21,81.83,181.83
886,"SISTEMAS","F",86.99,21,58.65,158.65
887,"INFORMATICA","F",81.97,20,59.33,159.33
888,"SISTEMAS","F",80.54,19,63.77,163.77
889,"INDUSTRIAL","F",89.86,22,62.39,162.39
890,"CIVIL","F",89.6,22,60.94,160.94
891,"TIC","M",85.43,21,77.03,177.03
892,"MECANICA","M",89.54,22,83.9,183.9
893,"ELECTRONICA","M",81.52,20,79.99,179.99
894,"INDUSTRIAL","F",91.6,23,60.85,160.85
895,"INDUSTRIAL","M",84.76,21,81.74,181.74
896,"BIOQUIMICA","M",84.19,20,79.93,179.93
897,"MECATRONICA","F",84.69,21,63.69,163.69
898,"MECANICA","F",82.22,20,58.13,158.13
899,"CIVIL","F",85.36,21,60.68,160.68
900,"SISTEMAS","F",88.63,22,60.47,160.47
901,"MECATRONICA","M",93.28,23,77.64,177.64
902,"ADMINISTRACION","M",81.27,20,77.07,177.07
903,"MECATRONICA","M",85.4,21,80.99,180.99
904,"QUIMICA","M",90.95,22,70.28,170.28
905,"ARQUITECTURA","F",88.98,22,55.05,155.05
906,"TIC","M",83.98,20,79.02,179.02
907,"QUIMICA","F",83.36,20,56.94,156.94
908,"INDUSTRIAL","F",83.08,20,59.02,159.02
909,"ADMINISTRACION","M",77.79,19,78.4,178.4
910,"INDUSTRIAL","M",87.84,22,75.8,175.8
911,"ARQUITECTURA","F",84.71,21,58.78,158.78
912,"INFORMATICA","F",84.93,21,60.31,160.31
913,"ADMINISTRACION","M",88.8,22,82.95,182.95
914,"ELECTRONICA","M",85.42,21,82.28,182.28
915,"ELECTRICA","M",85.11,21,86.16,186.16
916,"QUIMICA","M",86.52,21,79.14,179.14
917,"MECANICA","M",93.54,23,82.23,182.23
918,"SISTEMAS","M",79.16,19,78.68,178.68
919,"MECANICA","M",93.49,23,79.22,179.22
920,"TIC","F",81.45,20,58.17,158.17
921,"CIVIL","M",91.72,23,75.77,175.77
922,"ELECTRICA","F",87.86,22,56.89,156.89
923,"ELECTRICA","M",85.8,21,81.83,181.83
924,"SISTEMAS","M",85.04,21,77.3,177.3
925,"INDUSTRIAL","F",88.84,22,59.81,159.81
926,"MECANICA","M",95.59,24,77.71,177.71
927,"MECANICA","M",84.43,21,82.66,182.66
928,"ELECTRONICA","M",85.67,21,82.81,182.81
929,"MECANICA","M",82.07,20,80.39,180.39
930,"MECATRONICA","M",88.06,22,82.02,182.02
931,"ELECTRONICA","M",83.66,20,79.34,179.34
932,"MECATRONICA","M",88.81,22,78.59,178.59
933,"MECATRONICA","F",80.48,19,56.72,156.72
934,"INFORMATICA","F",82.78,20,59.5,159.5
935,"ARQUITECTURA","F",79.91,19,58.88,158.88
936,"QUIMICA","F",85.79,21,63.29,163.29
937,"ADMINISTRACION","F",83.85,20,61.47,161.47
938,"SISTEMAS","M",90.03,22,84.58,184.58
939,"MECATRONICA","F",96.1,24,57.37,157.37
940,"ARQUITECTURA","F",90.25,22,55.02,155.02
941,"MECATRONICA","M",92.49,23,84.22,184.22
942,"INFORMATICA","F",86.94,21,58.91,158.91
943,"INFORMATICA","F",86.78,21,59.1,159.1
944,"CIVIL","F",89.43,22,60.92,160.92
945,"TIC","M",80.86,20,76.8,176.8
946,"CIVIL","F",90.28,22,59.17,159.17
947,"ADMINISTRACION","M",86.64,21,76.29,176.29
948,"MECANICA","M",89.85,22,78.58,178.58
949,"ELECTRICA","F",84.88,21,57.24,157.24
950,"INFORMATICA","M",86.24,21,73.75,173.75
951,"INFORMATICA","F",86.34,21,62,162
952,"MECATRONICA","F",91.67,23,58.98,158.98
953,"SISTEMAS","M",89.65,22,81.97,181.97
954,"ARQUITECTURA","F",81.12,20,59.87,159.87
955,"ELECTRICA","F",87.95,22,56.89,156.89
956,"ELECTRONICA","F",84.02,20,59.8,159.8
957,"BIOQUIMICA","F",80.95,20,58.87,158.87
958,"ARQUITECTURA","F",88.71,22,59.46,159.46
959,"BIOQUIMICA","M",88.93,22,76.14,176.14
960,"MECATRONICA","M",91.43,23,76.51,176.51
961,"MECATRONICA","F",89.01,22,61.63,161.63
962,"QUIMICA","M",80.68,19,80.4,180.4
963,"CIVIL","M",90.4,22,82.17,182.17
964,"INDUSTRIAL","F",88.96,22,59.03,159.03
965,"CIVIL","F",90.23,22,59.87,159.87
966,"QUIMICA","M",81.9,20,76.62,176.62
967,"MECATRONICA","F",80.6,19,58.86,158.86
968,"INDUSTRIAL","F",85.74,21,59.9,159.9
969,"ELECTRICA","M",90,22,82.03,182.03
970,"SISTEMAS","M",90,22,79.69,179.69
971,"ELECTRICA","F",82.58,20,64.82,164.82
972,"ARQUITECTURA","M",85.49,21,75.37,175.37
973,"INFORMATICA","F",87.92,22,58.56,158.56
974,"MECATRONICA","M",83.83,20,79.49,179.49
975,"ELECTRONICA","M",86.34,21,82.62,182.62
976,"ELECTRICA","M",85.74,21,75.88,175.88
977,"MECATRONICA","M",89.78,22,78.22,178.22
978,"TIC","M",78.21,19,78.65,178.65
979,"INFORMATICA","F",84.59,21,62.2,162.2
980,"MECANICA","F",88.86,22,61.75,161.75
981,"TIC","F",85.43,21,63.24,163.24
982,"INFORMATICA","M",91.66,23,82.95,182.95
983,"INFORMATICA","F",88.77,22,64.08,164.08
984,"ELECTRONICA","F",87.52,21,61.33,161.33
985,"BIOQUIMICA","M",90.33,22,84.76,184.76
986,"ELECTRONICA","M",86.54,21,76.84,176.84
987,"INFORMATICA","F",90.69,22,62.19,162.19
988,"CIVIL","F",87.16,21,58.32,158.32
989,"QUIMICA","M",82.03,20,72.32,172.32
990,"BIOQUIMICA","M",81.04,20,84.43,184.43
991,"ADMINISTRACION","M",90.47,22,81.96,181.96
992,"CIVIL","M",85.48,21,80.6,180.6
993,"ADMINISTRACION","M",92.03,23,75.68,175.68
994,"INFORMATICA","M",90.84,22,81.35,181.35
995,"ELECTRONICA","M",88.78,22,83.94,183.94
996,"ARQUITECTURA","F",81.47,20,58.51,158.51
997,"ELECTRONICA","F",80.73,19,61.1,161.1
998,"ELECTRONICA","F",87.49,21,56.13,156.13
999,"ELECTRICA","F",86.67,21,61.45,161.45
1000,"INFORMATICA","M",89.18,22,75.38,175.38
1001,"TIC","F",82.25,20,61.42,161.42
1002,"ELECTRONICA","F",88.98,22,60.65,160.65
1003,"TIC","M",87.35,21,83.36,183.36
1004,"QUIMICA","M",86.23,21,81.66,181.66
1005,"ARQUITECTURA","F",87.8,22,59.94,159.94
1006,"SISTEMAS","M",89.5,22,78.02,178.02
1007,"ARQUITECTURA","M",94.31,23,83.68,183.68
1008,"ELECTRICA","M",76.44,18,78.57,178.57
1009,"MECATRONICA","M",80.37,19,77.59,177.59
1010,"ELECTRONICA","F",93.43,23,60.62,160.62
1011,"ARQUITECTURA","M",84.52,21,79.96,179.96
1012,"ELECTRONICA","M",96.64,24,84.14,184.14
1013,"TIC","M",91.62,23,79.89,179.89
1014,"INFORMATICA","F",84.12,20,60.74,160.74
1015,"INFORMATICA","F",87.91,22,60.85,160.85
1016,"BIOQUIMICA","M",86.05,21,83.72,183.72
1017,"ARQUITECTURA","F",88.82,22,63.71,163.71
1018,"QUIMICA","F",86.92,21,56.01,156.01
1019,"ARQUITECTURA","M",83.25,20,81.96,181.96
1020,"ARQUITECTURA","F",80.74,19,57.33,157.33
1021,"MECATRONICA","M",87.78,22,78.04,178.04
1022,"TIC","M",88,22,82.17,182.17
1023,"MECATRONICA","M",83.08,20,80.01,180.01
1024,"QUIMICA","F",86.92,21,57.31,157.31
1025,"INFORMATICA","M",84.54,21,83.47,183.47
1026,"CIVIL","M",85.04,21,78.07,178.07
1027,"ELECTRICA","F",82.58,20,61.32,161.32
1028,"SISTEMAS","M",89.15,22,79.65,179.65
1029,"ADMINISTRACION","M",92.6,23,73.34,173.34
1030,"ELECTRONICA","F",86.02,21,62.27,162.27
1031,"QUIMICA","F",89,22,62.95,162.95
