"","juegos","lugar","categoria"
"1153",2000,425,"C"
"1154",1461,885,"E"
"1155",2128,267,"B"
"1156",2769,175,"A"
"1157",2014,453,"C"
"1158",1211,839,"E"
"1159",1986,475,"C"
"1160",1888,566,"C"
"1161",1965,488,"C"
"1162",2011,493,"C"
"1163",1433,945,"E"
"1164",1857,740,"D"
"1165",2018,539,"C"
"1166",1627,750,"D"
"1167",1786,686,"D"
"1168",2423,187,"A"
"1169",1938,442,"C"
"1170",1837,719,"D"
"1171",2484,198,"A"
"1172",1576,611,"D"
"1173",2245,207,"B"
"1174",2340,347,"B"
"1175",2264,266,"B"
"1176",1870,404,"C"
"1177",2144,363,"B"
"1178",2144,352,"B"
"1179",1979,520,"C"
"1180",2355,330,"B"
"1181",2303,319,"B"
"1182",2119,357,"B"
"1183",1647,634,"D"
"1184",2456,119,"A"
"1185",2250,318,"B"
"1186",1682,617,"D"
"1187",1438,915,"E"
"1188",1105,906,"E"
"1189",2263,236,"B"
"1190",1187,958,"E"
"1191",1191,893,"E"
"1192",1908,513,"C"
"1193",1539,898,"E"
"1194",3093,165,"A"
"1195",1264,812,"E"
"1196",3148,132,"A"
"1197",2411,4,"A"
"1198",1810,660,"D"
"1199",2345,327,"B"
"1200",2159,340,"B"
"1201",2507,147,"A"
"1202",2404,392,"B"
"1203",2130,320,"B"
"1204",1898,459,"C"
"1205",2171,323,"B"
"1206",1708,750,"D"
"1207",2917,26,"A"
"1208",2582,142,"A"
"1209",1171,867,"E"
"1210",2217,295,"B"
"1211",1868,544,"C"
"1212",2278,301,"B"
"1213",2436,91,"A"
"1214",2116,523,"C"
"1215",2741,191,"A"
"1216",1189,852,"E"
"1217",2402,341,"B"
"1218",1726,696,"D"
"1219",1959,487,"C"
"1220",1961,442,"C"
"1221",2067,440,"C"
"1222",1225,992,"E"
"1223",2323,374,"B"
"1224",2455,130,"A"
"1225",2592,155,"A"
"1226",2672,165,"A"
"1227",2084,431,"C"
"1228",1503,871,"E"
"1229",1939,413,"C"
"1230",2706,16,"A"
"1231",1385,825,"E"
"1232",2239,275,"B"
"1233",1807,716,"D"
"1234",2501,39,"A"
"1235",2052,522,"C"
"1236",2462,43,"A"
"1237",1158,812,"E"
"1238",2127,351,"B"
"1239",2366,363,"B"
"1240",1683,761,"D"
"1241",1217,951,"E"
"1242",1708,621,"D"
"1243",1624,652,"D"
"1244",2516,124,"A"
"1245",2116,538,"C"
"1246",2616,75,"A"
"1247",3321,128,"A"
"1248",2284,297,"B"
"1249",1729,691,"D"
"1250",1737,689,"D"
"1251",2264,326,"B"
"1252",1814,634,"D"
"1253",3365,12,"A"
"1254",1650,701,"D"
"1255",2097,550,"C"
"1256",2814,171,"A"
"1257",1776,651,"D"
"1258",2090,401,"C"
"1259",1720,649,"D"
"1260",1992,565,"C"
"1261",2696,153,"A"
"1262",2831,62,"A"
"1263",2067,545,"C"
"1264",1855,699,"D"
"1265",1441,904,"E"
"1266",2494,50,"A"
"1267",1874,442,"C"
"1268",2320,269,"B"
"1269",1855,757,"D"
"1270",2329,340,"B"
"1271",1897,567,"C"
"1272",2238,211,"B"
"1273",3353,11,"A"
"1274",1982,558,"C"
"1275",2345,315,"B"
"1276",2672,38,"A"
"1277",2488,175,"A"
"1278",2317,361,"B"
"1279",1332,936,"E"
"1280",2342,332,"B"
"1281",3379,192,"A"
"1282",2034,549,"C"
"1283",2474,140,"A"
"1284",1931,548,"C"
"1285",1962,437,"C"
"1286",2493,51,"A"
"1287",1248,937,"E"
"1288",2107,499,"C"
"1289",2079,442,"C"
"1290",2230,365,"B"
"1291",1221,866,"E"
"1292",2520,154,"A"
"1293",2127,357,"B"
"1294",1233,998,"E"
"1295",1881,437,"C"
"1296",2915,148,"A"
"1297",2513,133,"A"
"1298",2443,49,"A"
"1299",2067,451,"C"
"1300",2410,383,"B"
"1301",1601,664,"D"
"1302",2429,16,"A"
"1303",1792,618,"D"
"1304",1849,702,"D"
"1305",2306,232,"B"
"1306",2251,226,"B"
"1307",2686,10,"A"
"1308",2274,300,"B"
"1309",1910,556,"C"
"1310",2755,102,"A"
"1311",2548,169,"A"
"1312",1664,654,"D"
"1313",1938,408,"C"
"1314",2496,120,"A"
"1315",2805,112,"A"
"1316",2076,520,"C"
"1317",1510,871,"E"
"1318",1985,550,"C"
"1319",2257,271,"B"
"1320",1324,872,"E"
"1321",2051,449,"C"
"1322",1838,728,"D"
"1323",1006,945,"E"
"1324",1553,877,"E"
"1325",1844,691,"D"
"1326",1372,858,"E"
"1327",1576,633,"D"
"1328",1818,797,"D"
"1329",1743,663,"D"
"1330",2266,360,"B"
"1331",1527,868,"E"
"1332",1391,993,"E"
"1333",1605,613,"D"
"1334",1931,534,"C"
"1335",1897,523,"C"
"1336",2530,182,"A"
"1337",2264,223,"B"
"1338",2318,267,"B"
"1339",1610,723,"D"
"1340",1990,529,"C"
"1341",2644,55,"A"
"1342",3075,26,"A"
"1343",2239,224,"B"
"1344",1893,461,"C"
"1345",2276,238,"B"
"1346",1829,625,"D"
"1347",1700,700,"D"
"1348",2219,297,"B"
"1349",2496,181,"A"
"1350",1828,686,"D"
"1351",2142,320,"B"
"1352",2421,190,"A"
"1353",2027,557,"C"
"1354",1821,652,"D"
"1355",2479,124,"A"
"1356",1808,700,"D"
"1357",2018,589,"C"
"1358",1570,820,"E"
"1359",1697,770,"D"
"1360",1257,892,"E"
"1361",3094,38,"A"
"1362",2449,153,"A"
"1363",2404,214,"B"
"1364",1462,858,"E"
"1365",2356,394,"B"
"1366",2051,593,"C"
"1367",1333,984,"E"
"1368",2677,64,"A"
"1369",2528,121,"A"
"1370",2254,259,"B"
"1371",2023,511,"C"
"1372",1509,848,"E"
"1373",2440,134,"A"
"1374",2372,239,"B"
"1375",1844,742,"D"
"1376",1164,994,"E"
"1377",1719,644,"D"
"1378",2585,104,"A"
"1379",2364,237,"B"
"1380",2277,329,"B"
"1381",2555,131,"A"
"1382",2455,200,"A"
"1383",1254,948,"E"
"1384",1957,596,"C"
"1385",1352,816,"E"
"1386",2528,182,"A"
"1387",2233,215,"B"
"1388",1974,563,"C"
"1389",1344,863,"E"
"1390",1252,841,"E"
"1391",2839,5,"A"
"1392",1656,634,"D"
"1393",2239,262,"B"
"1394",2681,181,"A"
"1395",1664,681,"D"
"1396",2580,181,"A"
"1397",1493,995,"E"
"1398",2167,392,"B"
"1399",1839,677,"D"
"1400",1304,858,"E"
"1401",2360,255,"B"
"1402",2523,62,"A"
"1403",2815,130,"A"
"1404",1616,622,"D"
"1405",1311,831,"E"
"1406",1960,591,"C"
"1407",1571,823,"E"
"1408",1875,426,"C"
"1409",2511,69,"A"
"1410",2182,285,"B"
"1411",1868,418,"C"
"1412",3347,54,"A"
"1413",2174,371,"B"
"1414",2083,444,"C"
"1415",2275,218,"B"
"1416",1438,884,"E"
"1417",2240,299,"B"
"1418",2107,595,"C"
"1419",1481,878,"E"
"1420",244,980,"E"
"1421",997,981,"E"
"1422",2887,70,"A"
"1423",1619,792,"D"
"1424",2711,59,"A"
"1425",2055,404,"C"
"1426",2109,430,"C"
"1427",2355,325,"B"
"1428",2212,371,"B"
"1429",1797,663,"D"
"1430",1725,635,"D"
"1431",2092,596,"C"
"1432",1807,638,"D"
"1433",1844,629,"D"
"1434",1338,963,"E"
"1435",1919,580,"C"
"1436",2796,7,"A"
"1437",2148,267,"B"
"1438",816,964,"E"
"1439",2681,187,"A"
"1440",1839,675,"D"
"1441",2197,286,"B"
"1442",1637,758,"D"
"1443",3313,75,"A"
"1444",1974,485,"C"
"1445",2078,585,"C"
"1446",1384,827,"E"
"1447",2837,20,"A"
"1448",2578,34,"A"
"1449",1380,929,"E"
"1450",1989,587,"C"
"1451",1917,498,"C"
"1452",2331,343,"B"
"1453",2204,241,"B"
"1454",3310,32,"A"
"1455",2124,321,"B"
"1456",866,817,"E"
"1457",2018,438,"C"
"1458",1858,715,"D"
"1459",1619,662,"D"
"1460",2022,507,"C"
"1461",2119,343,"B"
"1462",1996,573,"C"
"1463",1581,624,"D"
"1464",1858,756,"D"
"1465",1407,903,"E"
"1466",1654,652,"D"
"1467",2682,136,"A"
"1468",1618,720,"D"
"1469",2741,13,"A"
"1470",2255,305,"B"
"1471",2499,113,"A"
"1472",1138,951,"E"
"1473",1750,716,"D"
"1474",1965,468,"C"
"1475",2361,311,"B"
"1476",2009,550,"C"
"1477",2076,523,"C"
"1478",1545,868,"E"
"1479",2121,294,"B"
"1480",1536,880,"E"
"1481",1293,873,"E"
"1482",1744,784,"D"
"1483",1816,729,"D"
"1484",2069,579,"C"
"1485",2637,144,"A"
"1486",2158,224,"B"
"1487",1735,729,"D"
"1488",2243,334,"B"
"1489",1179,937,"E"
"1490",1452,988,"E"
"1491",1586,736,"D"
"1492",1653,670,"D"
"1493",2212,339,"B"
"1494",2080,582,"C"
"1495",2915,80,"A"
"1496",1505,982,"E"
"1497",2334,327,"B"
"1498",2177,227,"B"
"1499",1808,654,"D"
"1500",2339,337,"B"
"1501",2089,434,"C"
"1502",2001,593,"C"
"1503",1092,977,"E"
"1504",2073,444,"C"
"1505",1931,450,"C"
"1506",1444,901,"E"
"1507",2034,526,"C"
"1508",2388,371,"B"
"1509",2689,7,"A"
"1510",2637,197,"A"
"1511",2078,547,"C"
"1512",1467,815,"E"
"1513",2317,329,"B"
"1514",2086,519,"C"
"1515",1902,593,"C"
"1516",1609,697,"D"
"1517",1955,474,"C"
"1518",1954,579,"C"
"1519",1465,901,"E"
"1520",2438,183,"A"
"1521",1889,537,"C"
"1522",1985,539,"C"
"1523",1988,559,"C"
"1524",1737,730,"D"
"1525",1991,407,"C"
"1526",1077,823,"E"
"1527",1793,702,"D"
"1528",1542,886,"E"
"1529",2371,351,"B"
"1530",1477,958,"E"
"1531",1614,644,"D"
"1532",1273,911,"E"
"1533",1915,459,"C"
"1534",2145,213,"B"
"1535",2362,307,"B"
"1536",1249,864,"E"
"1537",1756,637,"D"
"1538",2079,540,"C"
"1539",2578,166,"A"
"1540",2995,193,"A"
"1541",2602,2,"A"
"1542",2549,197,"A"
"1543",1457,907,"E"
"1544",1528,810,"E"
"1545",1394,844,"E"
"1546",1062,995,"E"
"1547",1918,473,"C"
"1548",2820,126,"A"
"1549",1840,659,"D"
"1550",1713,645,"D"
"1551",1621,623,"D"
"1552",2026,403,"C"
"1553",2446,174,"A"
"1554",2724,36,"A"
"1555",1345,805,"E"
"1556",1721,723,"D"
"1557",2038,446,"C"
"1558",2834,200,"A"
"1559",2477,198,"A"
"1560",1391,847,"E"
"1561",1958,540,"C"
"1562",1940,449,"C"
"1563",1307,865,"E"
"1564",1595,660,"D"
"1565",1673,693,"D"
"1566",1421,841,"E"
"1567",1882,538,"C"
"1568",1651,751,"D"
"1569",1852,790,"D"
"1570",2427,181,"A"
"1571",1860,776,"D"
"1572",2138,370,"B"
"1573",2273,248,"B"
"1574",1342,899,"E"
"1575",959,996,"E"
"1576",1908,434,"C"
"1577",3008,164,"A"
"1578",3234,135,"A"
"1579",2921,125,"A"
"1580",1924,508,"C"
"1581",1955,486,"C"
"1582",2415,57,"A"
"1583",2059,539,"C"
"1584",1176,914,"E"
"1585",2752,158,"A"
"1586",2760,52,"A"
"1587",1826,723,"D"
"1588",1415,805,"E"
"1589",1491,837,"E"
"1590",1430,988,"E"
"1591",2039,570,"C"
"1592",2058,554,"C"
"1593",1045,847,"E"
"1594",1397,808,"E"
"1595",2121,300,"B"
"1596",2833,80,"A"
"1597",3414,174,"A"
"1598",1808,770,"D"
"1599",1484,894,"E"
"1600",1290,917,"E"
"1601",1840,735,"D"
"1602",1688,744,"D"
"1603",2456,23,"A"
"1604",2402,348,"B"
"1605",2315,379,"B"
"1606",2411,70,"A"
"1607",2383,375,"B"
"1608",1696,648,"D"
"1609",2684,135,"A"
"1610",1631,778,"D"
"1611",2062,488,"C"
"1612",1497,939,"E"
"1613",1409,844,"E"
"1614",1644,625,"D"
"1615",1464,849,"E"
"1616",2554,77,"A"
"1617",1610,796,"D"
"1618",2921,119,"A"
"1619",1413,953,"E"
"1620",2257,292,"B"
"1621",2020,438,"C"
"1622",1765,685,"D"
"1623",1532,823,"E"
"1624",1658,707,"D"
"1625",2231,325,"B"
"1626",2223,268,"B"
"1627",1998,435,"C"
"1628",1773,633,"D"
"1629",1798,695,"D"
"1630",1767,706,"D"
"1631",2539,132,"A"
"1632",2433,37,"A"
"1633",1423,855,"E"
"1634",535,984,"E"
"1635",1906,534,"C"
"1636",1417,898,"E"
"1637",1530,847,"E"
"1638",1760,744,"D"
"1639",2259,383,"B"
"1640",1654,620,"D"
"1641",1755,719,"D"
"1642",1161,883,"E"
"1643",1788,631,"D"
"1644",1993,514,"C"
"1645",1408,844,"E"
"1646",2179,368,"B"
"1647",1140,913,"E"
"1648",3276,152,"A"
"1649",2103,512,"C"
"1650",1954,592,"C"
"1651",2092,475,"C"
"1652",2425,5,"A"
"1653",2391,396,"B"
"1654",1759,670,"D"
"1655",2468,141,"A"
"1656",2122,329,"B"
"1657",2560,81,"A"
"1658",1778,690,"D"
"1659",2116,468,"C"
"1660",2106,455,"C"
"1661",1995,527,"C"
"1662",3059,80,"A"
"1663",2190,266,"B"
"1664",1988,597,"C"
"1665",2683,110,"A"
"1666",2336,379,"B"
"1667",2429,23,"A"
"1668",2108,406,"C"
"1669",2107,566,"C"
"1670",1715,643,"D"
"1671",1859,648,"D"
"1672",1671,755,"D"
"1673",1319,987,"E"
"1674",1677,724,"D"
"1675",1425,844,"E"
"1676",1300,835,"E"
"1677",2364,321,"B"
"1678",1460,850,"E"
"1679",3237,24,"A"
"1680",2373,336,"B"
"1681",2053,462,"C"
"1682",1705,604,"D"
"1683",2166,367,"B"
"1684",1753,760,"D"
"1685",2289,220,"B"
"1686",1958,579,"C"
"1687",1900,405,"C"
"1688",1916,455,"C"
"1689",2659,12,"A"
"1690",2588,86,"A"
"1691",1913,462,"C"
"1692",3598,79,"A"
"1693",2611,16,"A"
"1694",1941,511,"C"
"1695",2286,334,"B"
"1696",2644,79,"A"
"1697",2397,242,"B"
"1698",2705,140,"A"
"1699",1344,822,"E"
"1700",2687,79,"A"
"1701",2659,130,"A"
"1702",1581,739,"D"
"1703",1064,817,"E"
"1704",2233,235,"B"
"1705",1421,831,"E"
"1706",1354,980,"E"
"1707",2779,55,"A"
"1708",1722,645,"D"
"1709",1765,798,"D"
"1710",2764,191,"A"
"1711",1707,789,"D"
"1712",2056,598,"C"
"1713",2467,164,"A"
"1714",2226,209,"B"
"1715",2041,559,"C"
"1716",1911,471,"C"
"1717",1992,516,"C"
"1718",1672,767,"D"
"1719",1836,736,"D"
"1720",2195,317,"B"
"1721",1697,673,"D"
"1722",1553,886,"E"
"1723",1585,786,"D"
"1724",953,809,"E"
"1725",1982,470,"C"
"1726",1457,985,"E"
"1727",1250,854,"E"
"1728",1731,691,"D"
"1729",2355,233,"B"
"1730",2085,409,"C"
"1731",2271,388,"B"
"1732",2300,343,"B"
"1733",2612,175,"A"
"1734",2557,173,"A"
"1735",1746,743,"D"
"1736",2659,53,"A"
"1737",1866,415,"C"
"1738",2910,43,"A"
"1739",1579,606,"D"
"1740",1939,530,"C"
"1741",2444,87,"A"
"1742",617,873,"E"
"1743",2790,186,"A"
"1744",2191,243,"B"
"1745",1925,424,"C"
"1746",2832,98,"A"
"1747",2096,474,"C"
"1748",1537,868,"E"
"1749",1953,519,"C"
"1750",1548,951,"E"
"1751",1972,454,"C"
"1752",2063,423,"C"
"1753",2678,157,"A"
"1754",2669,164,"A"
"1755",2421,71,"A"
"1756",2144,318,"B"
"1757",1546,865,"E"
"1758",2144,283,"B"
"1759",1836,629,"D"
"1760",2225,399,"B"
"1761",1795,689,"D"
"1762",1973,565,"C"
"1763",1408,894,"E"
"1764",2066,408,"C"
"1765",1464,935,"E"
"1766",2024,595,"C"
"1767",1901,450,"C"
"1768",2318,330,"B"
"1769",1622,742,"D"
"1770",1387,903,"E"
"1771",2288,253,"B"
"1772",2248,379,"B"
"1773",2178,354,"B"
"1774",1921,502,"C"
"1775",2259,382,"B"
"1776",2717,142,"A"
"1777",1450,967,"E"
"1778",1659,706,"D"
"1779",1647,789,"D"
"1780",1963,583,"C"
"1781",1782,641,"D"
"1782",1696,677,"D"
"1783",2417,103,"A"
"1784",2063,565,"C"
"1785",1413,893,"E"
"1786",1870,572,"C"
"1787",1794,665,"D"
"1788",1091,971,"E"
"1789",2299,381,"B"
"1790",1037,850,"E"
"1791",1809,603,"D"
"1792",1833,668,"D"
"1793",1958,599,"C"
"1794",1804,727,"D"
"1795",1806,620,"D"
"1796",2012,427,"C"
"1797",2007,562,"C"
"1798",2344,305,"B"
"1799",1809,704,"D"
"1800",2313,391,"B"
"1801",1919,483,"C"
"1802",1486,970,"E"
"1803",1452,861,"E"
"1804",1851,659,"D"
"1805",1496,881,"E"
"1806",1685,602,"D"
"1807",1859,737,"D"
"1808",2209,341,"B"
"1809",3180,62,"A"
"1810",2400,238,"B"
"1811",1641,636,"D"
"1812",1839,793,"D"
"1813",1529,887,"E"
"1814",2616,72,"A"
"1815",1762,625,"D"
"1816",1458,897,"E"
"1817",2323,256,"B"
"1818",2404,222,"B"
"1819",2460,133,"A"
"1820",1472,978,"E"
"1821",2823,46,"A"
"1822",2607,94,"A"
"1823",1977,570,"C"
"1824",2290,339,"B"
"1825",651,911,"E"
"1826",2129,347,"B"
"1827",1762,776,"D"
"1828",2034,527,"C"
"1829",2199,387,"B"
"1830",2448,19,"A"
"1831",2338,358,"B"
"1832",1002,849,"E"
"1833",2810,54,"A"
"1834",2327,344,"B"
"1835",2035,562,"C"
"1836",2362,376,"B"
"1837",1899,447,"C"
"1838",1574,722,"D"
"1839",1785,692,"D"
"1840",2539,151,"A"
"1841",2231,313,"B"
"1842",2262,395,"B"
"1843",1681,719,"D"
"1844",2213,364,"B"
"1845",1532,859,"E"
"1846",1138,814,"E"
"1847",2040,416,"C"
"1848",2119,215,"B"
"1849",910,928,"E"
"1850",1297,849,"E"
"1851",2564,114,"A"
"1852",2046,408,"C"
"1853",2736,19,"A"
"1854",2169,219,"B"
"1855",1489,875,"E"
"1856",2599,45,"A"
"1857",2216,332,"B"
"1858",2308,281,"B"
"1859",2575,180,"A"
"1860",1465,957,"E"
"1861",2128,378,"B"
"1862",2892,170,"A"
"1863",1804,800,"D"
"1864",2004,595,"C"
"1865",1402,967,"E"
"1866",1906,465,"C"
"1867",2831,94,"A"
"1868",2317,388,"B"
"1869",2012,552,"C"
"1870",2116,492,"C"
"1871",2412,200,"A"
"1872",1228,949,"E"
"1873",1787,628,"D"
"1874",1768,626,"D"
"1875",1857,669,"D"
"1876",2491,74,"A"
"1877",1751,800,"D"
"1878",2203,309,"B"
"1879",2089,544,"C"
"1880",2102,550,"C"
"1881",1616,699,"D"
"1882",2288,243,"B"
"1883",2227,264,"B"
"1884",1887,517,"C"
"1885",1918,558,"C"
"1886",2083,591,"C"
"1887",2356,218,"B"
"1888",1980,592,"C"
"1889",1336,926,"E"
"1890",2526,39,"A"
"1891",1668,702,"D"
"1892",1880,402,"C"
"1893",1889,571,"C"
"1894",2007,575,"C"
"1895",1770,765,"D"
"1896",2915,47,"A"
"1897",2119,242,"B"
"1898",1932,449,"C"
"1899",1457,908,"E"
"1900",1795,774,"D"
"1901",1697,696,"D"
"1902",1378,921,"E"
"1903",1805,632,"D"
"1904",1769,735,"D"
"1905",2026,451,"C"
"1906",753,948,"E"
"1907",1009,974,"E"
"1908",1672,616,"D"
"1909",2906,149,"A"
"1910",2641,155,"A"
"1911",1833,666,"D"
"1912",2038,543,"C"
"1913",1832,778,"D"
"1914",2264,388,"B"
"1915",2203,319,"B"
"1916",2614,120,"A"
"1917",1714,744,"D"
"1918",1980,535,"C"
"1919",2131,333,"B"
"1920",2402,331,"B"
"1921",1895,405,"C"
"1922",2316,335,"B"
"1923",1602,728,"D"
"1924",2050,495,"C"
"1925",1637,740,"D"
"1926",2457,42,"A"
"1927",1381,885,"E"
"1928",1945,418,"C"
"1929",2391,363,"B"
"1930",2136,205,"B"
"1931",2211,370,"B"
"1932",2169,354,"B"
"1933",2472,38,"A"
"1934",1944,409,"C"
"1935",2016,599,"C"
"1936",2526,110,"A"
"1937",2073,481,"C"
"1938",2996,88,"A"
"1939",1857,625,"D"
"1940",1639,673,"D"
"1941",2454,117,"A"
"1942",2399,378,"B"
"1943",1842,782,"D"
"1944",1534,896,"E"
"1945",1973,549,"C"
"1946",2575,181,"A"
"1947",2179,260,"B"
"1948",2820,71,"A"
"1949",1776,779,"D"
"1950",2264,348,"B"
"1951",1790,694,"D"
"1952",1989,495,"C"
"1953",1269,928,"E"
"1954",2864,92,"A"
"1955",1687,743,"D"
"1956",2038,523,"C"
"1957",1463,906,"E"
"1958",2222,287,"B"
"1959",2624,83,"A"
"1960",1900,524,"C"
"1961",1843,706,"D"
"1962",1341,831,"E"
"1963",2049,429,"C"
"1964",1381,861,"E"
"1965",2310,302,"B"
"1966",2282,251,"B"
"1967",1396,884,"E"
"1968",2049,499,"C"
"1969",1852,744,"D"
"1970",1845,761,"D"
"1971",2310,378,"B"
"1972",2012,418,"C"
"1973",2314,254,"B"
"1974",3369,150,"A"
"1975",1741,636,"D"
"1976",2341,225,"B"
"1977",1646,794,"D"
"1978",1761,753,"D"
"1979",2623,100,"A"
"1980",1984,448,"C"
"1981",1783,640,"D"
"1982",2368,275,"B"
"1983",1973,418,"C"
"1984",1968,420,"C"
"1985",2344,271,"B"
"1986",2189,361,"B"
"1987",2886,124,"A"
"1988",2163,209,"B"
"1989",1510,825,"E"
"1990",1628,732,"D"
"1991",1909,514,"C"
"1992",1755,665,"D"
"1993",1538,923,"E"
"1994",2336,224,"B"
"1995",1202,843,"E"
"1996",1562,830,"E"
"1997",1973,526,"C"
"1998",2101,471,"C"
"1999",2049,540,"C"
"2000",1646,727,"D"
"2001",2100,480,"C"
"2002",2068,587,"C"
"2003",1665,621,"D"
"2004",2120,376,"B"
"2005",2312,290,"B"
"2006",1684,775,"D"
"2007",1830,602,"D"
"2008",1575,631,"D"
"2009",1585,690,"D"
"2010",2107,496,"C"
"2011",1768,694,"D"
"2012",1565,957,"E"
"2013",1966,496,"C"
"2014",2011,520,"C"
"2015",2069,514,"C"
"2016",1909,472,"C"
"2017",1826,686,"D"
"2018",2408,224,"B"
"2019",2429,73,"A"
"2020",1821,792,"D"
"2021",1787,782,"D"
"2022",1684,736,"D"
"2023",1376,856,"E"
"2024",1606,692,"D"
"2025",2465,151,"A"
"2026",1450,954,"E"
"2027",2417,146,"A"
"2028",1747,619,"D"
"2029",1984,468,"C"
"2030",2995,159,"A"
"2031",1792,749,"D"
"2032",1361,819,"E"
"2033",1804,665,"D"
"2034",2339,307,"B"
"2035",1754,799,"D"
"2036",1461,890,"E"
"2037",1603,626,"D"
"2038",1499,884,"E"
"2039",1388,898,"E"
"2040",1916,586,"C"
"2041",1401,997,"E"
"2042",2496,48,"A"
"2043",2148,272,"B"
"2044",1402,849,"E"
"2045",2370,365,"B"
"2046",2239,310,"B"
"2047",1736,665,"D"
"2048",1668,611,"D"
"2049",2505,26,"A"
"2050",2173,301,"B"
"2051",1716,779,"D"
"2052",1906,584,"C"
"2053",2186,329,"B"
"2054",2130,244,"B"
"2055",2121,348,"B"
"2056",1808,616,"D"
"2057",1021,904,"E"
"2058",1628,614,"D"
"2059",2638,71,"A"
"2060",1769,735,"D"
"2061",2115,495,"C"
"2062",1605,787,"D"
"2063",2341,266,"B"
"2064",2270,393,"B"
"2065",1216,961,"E"
"2066",2807,193,"A"
"2067",2056,482,"C"
"2068",2047,530,"C"
"2069",2278,342,"B"
"2070",2063,564,"C"
"2071",2302,362,"B"
"2072",2333,250,"B"
"2073",1022,837,"E"
"2074",3142,65,"A"
"2075",1125,846,"E"
"2076",2126,282,"B"
"2077",914,850,"E"
"2078",2131,273,"B"
"2079",1495,850,"E"
"2080",1913,443,"C"
"2081",1913,484,"C"
"2082",1399,877,"E"
"2083",2159,342,"B"
"2084",2495,166,"A"
"2085",2003,559,"C"
"2086",1611,761,"D"
"2087",1618,618,"D"
"2088",2365,334,"B"
"2089",2398,251,"B"
"2090",1969,499,"C"
"2091",2059,471,"C"
"2092",906,816,"E"
"2093",2129,384,"B"
"2094",2130,210,"B"
"2095",2275,301,"B"
"2096",1834,751,"D"
"2097",852,837,"E"
"2098",2216,306,"B"
"2099",2289,211,"B"
"2100",2152,255,"B"
"2101",2027,544,"C"
"2102",2317,364,"B"
"2103",1727,660,"D"
"2104",2288,342,"B"
"2105",1546,877,"E"
"2106",1742,734,"D"
"2107",1542,959,"E"
"2108",1251,870,"E"
"2109",2355,231,"B"
"2110",2695,88,"A"
"2111",2066,463,"C"
"2112",2113,409,"C"
"2113",1324,853,"E"
"2114",2751,157,"A"
"2115",1971,536,"C"
"2116",2142,292,"B"
"2117",1700,735,"D"
"2118",1981,457,"C"
"2119",2136,343,"B"
"2120",2626,197,"A"
"2121",1343,803,"E"
"2122",2595,171,"A"
"2123",2012,478,"C"
"2124",2473,74,"A"
"2125",2304,318,"B"
"2126",1702,786,"D"
"2127",2500,12,"A"
"2128",1987,593,"C"
"2129",1242,884,"E"
"2130",2139,216,"B"
"2131",1430,961,"E"
"2132",2392,269,"B"
"2133",1677,752,"D"
"2134",1754,730,"D"
"2135",2815,70,"A"
"2136",1709,616,"D"
"2137",2741,158,"A"
"2138",1955,583,"C"
"2139",1727,726,"D"
"2140",1562,901,"E"
"2141",1925,496,"C"
"2142",1637,747,"D"
"2143",1905,488,"C"
"2144",1677,745,"D"
"2145",1848,693,"D"
"2146",1424,990,"E"
"2147",1545,912,"E"
"2148",1617,640,"D"
"2149",2213,375,"B"
"2150",2430,9,"A"
"2151",1296,945,"E"
"2152",1339,902,"E"
"2153",2049,457,"C"
"2154",1353,864,"E"
"2155",1472,815,"E"
"2156",1490,878,"E"
"2157",1227,947,"E"
"2158",1868,431,"C"
"2159",1420,820,"E"
"2160",1887,497,"C"
"2161",2521,82,"A"
"2162",2001,540,"C"
"2163",2699,92,"A"
"2164",2277,311,"B"
"2165",1982,486,"C"
"2166",1724,799,"D"
"2167",1541,804,"E"
"2168",1551,924,"E"
"2169",2135,274,"B"
"2170",2107,459,"C"
"2171",2568,36,"A"
"2172",1334,931,"E"
"2173",2403,382,"B"
"2174",2630,52,"A"
"2175",2111,473,"C"
"2176",2339,310,"B"
"2177",2151,333,"B"
"2178",2407,275,"B"
"2179",2533,119,"A"
"2180",2521,20,"A"
"2181",1832,682,"D"
"2182",2668,5,"A"
"2183",2482,124,"A"
"2184",1969,426,"C"
"2185",2044,424,"C"
"2186",605,929,"E"
"2187",2612,134,"A"
"2188",2509,84,"A"
"2189",1986,433,"C"
"2190",2457,154,"A"
"2191",2633,29,"A"
"2192",1560,927,"E"
"2193",2270,359,"B"
"2194",2282,216,"B"
"2195",1769,755,"D"
"2196",1824,637,"D"
"2197",2062,542,"C"
"2198",2019,403,"C"
"2199",1862,659,"D"
"2200",2265,325,"B"
"2201",1588,730,"D"
"2202",1399,824,"E"
"2203",1149,948,"E"
"2204",782,852,"E"
"2205",2887,124,"A"
"2206",2173,240,"B"
"2207",1707,753,"D"
"2208",2915,134,"A"
