"semestre","carrera","promedio"
"2","INDUSTRIAL",92
"3","INDUSTRIAL",87.17
"5","INDUSTRIAL",81.78
"8","INDUSTRIAL",88.79
"6","INDUSTRIAL",90.75
"6","INDUSTRIAL",85.35
"8","INDUSTRIAL",82.74
"6","INDUSTRIAL",87.58
"2","INDUSTRIAL",88.17
"2","INDUSTRIAL",88.5
"7","INDUSTRIAL",86.65
"8","INDUSTRIAL",92.08
"2","INDUSTRIAL",87
"4","INDUSTRIAL",95.84
"3","INDUSTRIAL",87.33
"4","INDUSTRIAL",86.42
