"","matricula","carrera","genero","promedio","edad","peso","altura"
"465",465,"CIVIL","M",86.02,21,75.74,175.74
"466",466,"QUIMICA","F",86.97,21,55.33,155.33
"467",467,"MECATRONICA","F",83.55,20,59.77,159.77
"468",468,"BIOQUIMICA","M",88.18,22,78.12,178.12
"469",469,"INDUSTRIAL","M",91.13,22,79.32,179.32
"470",470,"MECANICA","F",89.75,22,60.17,160.17
"471",471,"ELECTRONICA","M",83.18,20,86.85,186.85
"472",472,"QUIMICA","F",80.39,19,61.44,161.44
"473",473,"MECATRONICA","F",85.62,21,59.56,159.56
"474",474,"ELECTRONICA","M",87.53,21,84.03,184.03
"475",475,"ADMINISTRACION","M",90.68,22,79.03,179.03
"476",476,"CIVIL","M",81.43,20,81.65,181.65
"477",477,"TIC","F",87.26,21,62.6,162.6
"478",478,"ELECTRONICA","M",86.81,21,79.71,179.71
"479",479,"INDUSTRIAL","M",90.14,22,73.99,173.99
"480",480,"MECANICA","F",85.9,21,58.9,158.9
"481",481,"MECATRONICA","F",84.76,21,64.17,164.17
"482",482,"BIOQUIMICA","M",82.03,20,79.33,179.33
"483",483,"TIC","F",84.21,20,62.54,162.54
"484",484,"QUIMICA","F",84.75,21,60.99,160.99
"485",485,"INFORMATICA","F",94.14,23,60.16,160.16
"486",486,"INDUSTRIAL","F",94.48,23,54.13,154.13
"487",487,"BIOQUIMICA","M",85.42,21,82.27,182.27
"488",488,"ARQUITECTURA","M",82.38,20,78.09,178.09
"489",489,"TIC","F",79.17,19,59.17,159.17
"490",490,"ADMINISTRACION","M",87.78,22,78.31,178.31
"491",491,"ARQUITECTURA","M",82.22,20,85.73,185.73
"492",492,"QUIMICA","F",93.91,23,57.32,157.32
"493",493,"CIVIL","M",82.93,20,71.49,171.49
"494",494,"BIOQUIMICA","M",86.38,21,81.73,181.73
"495",495,"ELECTRONICA","M",99.2,25,82.43,182.43
"496",496,"ELECTRONICA","M",82.16,20,79.41,179.41
"497",497,"ELECTRONICA","M",87.07,21,79.27,179.27
"498",498,"INDUSTRIAL","F",82.17,20,63.65,163.65
"499",499,"TIC","F",87.2,21,55.16,155.16
"500",500,"ARQUITECTURA","M",82.97,20,76.59,176.59
"501",501,"INFORMATICA","F",86.27,21,61.65,161.65
"502",502,"MECANICA","F",84.97,21,60.86,160.86
"503",503,"MECANICA","F",81.9,20,62.9,162.9
"504",504,"MECANICA","F",86.04,21,58.2,158.2
"505",505,"INDUSTRIAL","M",89.44,22,74.93,174.93
"506",506,"QUIMICA","F",91.52,23,62.09,162.09
"507",507,"ELECTRONICA","M",81.24,20,85.71,185.71
"508",508,"TIC","F",85.14,21,59.87,159.87
"509",509,"MECATRONICA","F",90.02,22,64.22,164.22
"510",510,"INDUSTRIAL","F",82.14,20,63.53,163.53
"511",511,"TIC","F",77.24,18,61.12,161.12
"512",512,"INDUSTRIAL","M",82.76,20,81.36,181.36
"513",513,"ARQUITECTURA","M",82.65,20,76,176
"514",514,"MECATRONICA","F",86.16,21,65,165
"515",515,"MECATRONICA","F",84.6,21,60.74,160.74
"516",516,"BIOQUIMICA","M",86.8,21,79.56,179.56
"517",517,"MECANICA","F",84.54,21,58.36,158.36
"518",518,"INFORMATICA","F",87.3,21,53.79,153.79
"519",519,"ELECTRICA","M",84.73,21,78.98,178.98
"520",520,"MECANICA","F",90.12,22,57.68,157.68
"521",521,"SISTEMAS","F",83.45,20,60.12,160.12
"522",522,"MECATRONICA","F",87.01,21,63.45,163.45
"523",523,"ELECTRICA","M",82.93,20,83.05,183.05
"524",524,"ADMINISTRACION","M",86.72,21,74.21,174.21
"525",525,"ELECTRONICA","M",85.83,21,80.42,180.42
"526",526,"QUIMICA","F",80.16,19,57.69,157.69
"527",527,"SISTEMAS","F",85.5,21,56.14,156.14
"528",528,"MECATRONICA","F",90.09,22,57.41,157.41
"529",529,"QUIMICA","F",88.36,22,56.88,156.88
"530",530,"QUIMICA","F",86.5,21,57.76,157.76
"531",531,"INFORMATICA","F",81.87,20,63.02,163.02
"532",532,"ARQUITECTURA","M",90.05,22,74.38,174.38
"533",533,"ELECTRICA","M",86.27,21,81.17,181.17
"534",534,"CIVIL","M",84.44,21,80.13,180.13
"535",535,"ADMINISTRACION","M",91.69,23,79.58,179.58
"536",536,"ARQUITECTURA","M",83.33,20,79.96,179.96
"537",537,"ELECTRICA","M",87.05,21,78.84,178.84
"538",538,"ELECTRICA","M",90.44,22,79.67,179.67
"539",539,"BIOQUIMICA","M",88.09,22,85.25,185.25
"540",540,"MECANICA","F",84.94,21,63.48,163.48
"541",541,"ELECTRONICA","M",84.55,21,81.4,181.4
"542",542,"QUIMICA","F",87.23,21,59.02,159.02
"543",543,"MECANICA","F",87.78,22,62.71,162.71
"544",544,"ELECTRICA","M",86.06,21,75.5,175.5
"545",545,"BIOQUIMICA","M",90.57,22,79.81,179.81
"546",546,"ADMINISTRACION","M",85.77,21,80.64,180.64
"547",547,"QUIMICA","F",83.57,20,61.66,161.66
"548",548,"ELECTRICA","M",87.86,22,78.81,178.81
"549",549,"INFORMATICA","F",78.37,19,65.32,165.32
"550",550,"MECATRONICA","F",87.36,21,58.01,158.01
"551",551,"TIC","F",87.72,21,57.68,157.68
"552",552,"INFORMATICA","F",85.22,21,65.29,165.29
"553",553,"ARQUITECTURA","M",82.13,20,81.77,181.77
"554",554,"TIC","F",84.63,21,59,159
"555",555,"SISTEMAS","F",91.37,23,57.91,157.91
"556",556,"ELECTRICA","M",83.42,20,81.52,181.52
"557",557,"ADMINISTRACION","M",77.92,19,80.75,180.75
"558",558,"ARQUITECTURA","M",88.81,22,75.76,175.76
"559",559,"SISTEMAS","F",84.26,20,59.76,159.76
"560",560,"SISTEMAS","F",84.23,20,61.29,161.29
"561",561,"MECANICA","F",81.79,20,61.02,161.02
"562",562,"ADMINISTRACION","M",85.92,21,76.24,176.24
"563",563,"ELECTRICA","M",88.43,22,86.24,186.24
"564",564,"MECATRONICA","F",83.96,20,57.59,157.59
"565",565,"TIC","F",83.9,20,60.43,160.43
"566",566,"MECATRONICA","F",89.8,22,62.43,162.43
"567",567,"CIVIL","M",85.14,21,80.25,180.25
"568",568,"MECANICA","F",85.45,21,63.29,163.29
"569",569,"CIVIL","M",83.83,20,88.58,188.58
"570",570,"QUIMICA","F",89.12,22,62.5,162.5
"571",571,"BIOQUIMICA","M",82.56,20,83.13,183.13
"572",572,"ELECTRONICA","M",88.94,22,76.76,176.76
"573",573,"CIVIL","M",88.79,22,85.36,185.36
"574",574,"ADMINISTRACION","M",84.38,21,79.86,179.86
"575",575,"SISTEMAS","F",88.94,22,60.91,160.91
"576",576,"INDUSTRIAL","F",89.42,22,60.26,160.26
"577",577,"MECANICA","F",87.99,22,59.61,159.61
"578",578,"ELECTRONICA","M",93.01,23,86.58,186.58
"579",579,"SISTEMAS","F",79.2,19,64.58,164.58
"580",580,"MECATRONICA","F",81.96,20,58.11,158.11
"581",581,"ELECTRICA","M",81.23,20,78.66,178.66
"582",582,"QUIMICA","F",86.58,21,60,160
"583",583,"MECANICA","F",91.49,23,57.26,157.26
"584",584,"ARQUITECTURA","M",91.81,23,81.95,181.95
"585",585,"INFORMATICA","F",87.69,21,61.33,161.33
"586",586,"ELECTRONICA","M",89.04,22,84.29,184.29
"587",587,"ARQUITECTURA","M",85.5,21,77.35,177.35
"588",588,"INDUSTRIAL","F",87.62,21,62.25,162.25
"589",589,"QUIMICA","F",87.3,21,62.05,162.05
"590",590,"MECATRONICA","F",83.36,20,59.67,159.67
"591",591,"INFORMATICA","F",84.98,21,57.18,157.18
"592",592,"CIVIL","M",85.53,21,79.2,179.2
"593",593,"SISTEMAS","F",90.83,22,63.73,163.73
"594",594,"MECANICA","F",82.41,20,61.62,161.62
"595",595,"SISTEMAS","F",78.68,19,61.33,161.33
"596",596,"MECANICA","F",88.66,22,53.55,153.55
"597",597,"INDUSTRIAL","M",83.17,20,80.05,180.05
"598",598,"INDUSTRIAL","M",84.49,21,81.94,181.94
"599",599,"ELECTRICA","M",89.13,22,76.41,176.41
"600",600,"ELECTRONICA","M",83.36,20,78.49,178.49
"601",601,"SISTEMAS","F",84.82,21,60.71,160.71
"602",602,"QUIMICA","F",91.2,23,60.37,160.37
"603",603,"ADMINISTRACION","M",87.83,22,83.03,183.03
"604",604,"MECATRONICA","F",87.88,22,59.71,159.71
"605",605,"QUIMICA","F",85.53,21,59.9,159.9
"606",606,"QUIMICA","F",82.06,20,62.42,162.42
"607",607,"ELECTRICA","M",80.82,20,80.18,180.18
"608",608,"ELECTRONICA","M",85.23,21,75.95,175.95
"609",609,"QUIMICA","F",92.93,23,58,158
"610",610,"ADMINISTRACION","M",86.77,21,82.45,182.45
"611",611,"QUIMICA","F",86.57,21,61.72,161.72
"612",612,"ELECTRICA","M",87.15,21,82.22,182.22
"613",613,"INDUSTRIAL","F",84.67,21,61.2,161.2
"614",614,"INFORMATICA","F",81.15,20,62.53,162.53
"615",615,"MECATRONICA","F",95.27,24,59.02,159.02
"616",616,"ELECTRONICA","M",84.53,21,84.43,184.43
"617",617,"ADMINISTRACION","M",84.97,21,75.77,175.77
"618",618,"ELECTRICA","M",79.79,19,82.42,182.42
"619",619,"MECANICA","F",85.14,21,59.12,159.12
"620",620,"ARQUITECTURA","M",85.14,21,82.23,182.23
"621",621,"TIC","F",85.11,21,59.74,159.74
"622",622,"BIOQUIMICA","M",79.81,19,78.48,178.48
"623",623,"INFORMATICA","F",92.18,23,60.11,160.11
"624",624,"ADMINISTRACION","M",92.11,23,80.98,180.98
"625",625,"ELECTRICA","M",88.39,22,79.99,179.99
"626",626,"MECANICA","F",82.19,20,59.56,159.56
"627",627,"CIVIL","M",88.48,22,77.19,177.19
"628",628,"MECANICA","F",85.15,21,62.68,162.68
"629",629,"INDUSTRIAL","M",84.89,21,80.15,180.15
"630",630,"QUIMICA","F",90.72,22,60.59,160.59
"631",631,"TIC","F",81.75,20,63,163
"632",632,"ELECTRICA","M",84.23,20,85.38,185.38
"633",633,"ELECTRICA","M",83.47,20,84.91,184.91
"634",634,"SISTEMAS","F",86.07,21,59.28,159.28
"635",635,"ELECTRONICA","M",80.55,19,82.09,182.09
"636",636,"ELECTRICA","M",83.56,20,85.19,185.19
"637",637,"ADMINISTRACION","M",88.48,22,75.83,175.83
"638",638,"ARQUITECTURA","M",87.61,21,75.68,175.68
"639",639,"MECANICA","F",82.63,20,60.28,160.28
"640",640,"MECANICA","F",87.94,22,58.68,158.68
"641",641,"TIC","F",77.57,19,64.87,164.87
"642",642,"CIVIL","M",84.82,21,83.96,183.96
"643",643,"QUIMICA","F",88.47,22,54.01,154.01
"644",644,"BIOQUIMICA","M",83.72,20,74.73,174.73
"645",645,"SISTEMAS","F",85.87,21,61.88,161.88
"646",646,"BIOQUIMICA","M",80.48,19,81.22,181.22
"647",647,"ARQUITECTURA","M",88.94,22,86.76,186.76
"648",648,"TIC","F",79.59,19,60.48,160.48
"649",649,"MECANICA","F",84.88,21,64.12,164.12
"650",650,"QUIMICA","F",85.12,21,55.61,155.61
"651",651,"MECANICA","F",86.21,21,57.62,157.62
"652",652,"SISTEMAS","F",83.15,20,60.37,160.37
"653",653,"ELECTRICA","M",92.34,23,78.45,178.45
"654",654,"ELECTRONICA","M",81.05,20,77.46,177.46
"655",655,"INFORMATICA","F",86.88,21,57.35,157.35
"656",656,"ADMINISTRACION","M",75.82,18,78.3,178.3
"657",657,"BIOQUIMICA","M",86.01,21,75.08,175.08
"658",658,"INFORMATICA","F",87.77,22,58.5,158.5
"659",659,"MECATRONICA","F",82.24,20,62.04,162.04
"660",660,"TIC","F",88.44,22,58.28,158.28
"661",661,"ELECTRICA","M",87.15,21,82.91,182.91
"662",662,"SISTEMAS","F",89.38,22,60.74,160.74
"663",663,"ARQUITECTURA","M",83.08,20,81.26,181.26
"664",664,"MECANICA","F",82.64,20,55.2,155.2
"665",665,"ELECTRICA","M",79.86,19,73.94,173.94
"666",666,"INFORMATICA","F",84.88,21,60.32,160.32
"667",667,"TIC","F",81.36,20,63.91,163.91
"668",668,"BIOQUIMICA","M",88.38,22,82.99,182.99
"669",669,"ELECTRICA","M",86.25,21,79.64,179.64
"670",670,"MECANICA","F",93.59,23,62.84,162.84
"671",671,"MECATRONICA","F",81.99,20,59.7,159.7
"672",672,"INDUSTRIAL","F",90.09,22,59.98,159.98
"673",673,"SISTEMAS","F",84.17,20,63.42,163.42
"674",674,"INDUSTRIAL","F",80.95,20,57.34,157.34
"675",675,"INDUSTRIAL","F",87.98,22,59.67,159.67
"676",676,"ELECTRONICA","M",81.03,20,77.27,177.27
"677",677,"ELECTRICA","M",82.34,20,78.28,178.28
"678",678,"ADMINISTRACION","M",83.46,20,74.86,174.86
"679",679,"CIVIL","M",86.73,21,80.38,180.38
"680",680,"CIVIL","M",82.54,20,83.1,183.1
"681",681,"SISTEMAS","F",89.73,22,59.81,159.81
"682",682,"SISTEMAS","F",81.85,20,59.34,159.34
"683",683,"ADMINISTRACION","M",86.75,21,81.94,181.94
"684",684,"INDUSTRIAL","F",86.5,21,63.02,163.02
"685",685,"INFORMATICA","F",82.31,20,62.21,162.21
"686",686,"INDUSTRIAL","F",84.52,21,61.79,161.79
"687",687,"ELECTRONICA","M",83.73,20,84.47,184.47
"688",688,"ELECTRONICA","M",89.32,22,76.87,176.87
"689",689,"ARQUITECTURA","M",91.39,23,79.8,179.8
"690",690,"TIC","F",82.39,20,62.11,162.11
"691",691,"ADMINISTRACION","M",89.22,22,78.12,178.12
"692",692,"INDUSTRIAL","F",85.74,21,61.6,161.6
"693",693,"SISTEMAS","F",79.19,19,60.19,160.19
"694",694,"INFORMATICA","F",83.38,20,62.31,162.31
"695",695,"ELECTRONICA","M",87.6,21,74.16,174.16
"696",696,"INFORMATICA","F",86.5,21,60.74,160.74
"697",697,"SISTEMAS","F",77.54,19,62.29,162.29
"698",698,"BIOQUIMICA","M",88.01,22,81.74,181.74
"699",699,"QUIMICA","F",88.27,22,63.22,163.22
"700",700,"INDUSTRIAL","M",84.95,21,79.77,179.77
"701",701,"QUIMICA","F",83.55,20,59.75,159.75
"702",702,"TIC","F",92.83,23,61.92,161.92
"703",703,"MECATRONICA","F",85.69,21,59.59,159.59
"704",704,"MECANICA","F",85.95,21,63.19,163.19
"705",705,"MECANICA","F",82.11,20,64.65,164.65
"706",706,"ARQUITECTURA","M",81.34,20,78.21,178.21
"707",707,"ELECTRONICA","M",80.72,19,76.56,176.56
"708",708,"INDUSTRIAL","F",84.54,21,62.95,162.95
"709",709,"QUIMICA","F",90.71,22,61.61,161.61
"710",710,"MECATRONICA","F",92.08,23,61.61,161.61
"711",711,"MECATRONICA","F",91.43,23,57.84,157.84
"712",712,"INDUSTRIAL","M",90.49,22,80.53,180.53
"713",713,"ADMINISTRACION","M",85.18,21,83.35,183.35
"714",714,"SISTEMAS","F",81.76,20,59.18,159.18
"715",715,"ELECTRONICA","M",84.86,21,81.07,181.07
"716",716,"ELECTRONICA","M",77.64,19,72.67,172.67
"717",717,"ARQUITECTURA","M",84.91,21,83.76,183.76
"718",718,"ADMINISTRACION","M",91.75,23,75.6,175.6
"719",719,"ELECTRONICA","M",86.45,21,74.98,174.98
"720",720,"MECATRONICA","F",89.8,22,62.91,162.91
"721",721,"ARQUITECTURA","M",87.7,21,82.33,182.33
"722",722,"INFORMATICA","F",83.3,20,58.72,158.72
"723",723,"TIC","F",92.04,23,59.06,159.06
"724",724,"MECATRONICA","F",85.73,21,62,162
"725",725,"CIVIL","M",82.62,20,83.45,183.45
"726",726,"TIC","F",86.24,21,59.88,159.88
"727",727,"ELECTRICA","M",80.74,19,77.88,177.88
"728",728,"INFORMATICA","F",88.99,22,59.11,159.11
"729",729,"ELECTRONICA","M",87.74,22,81.37,181.37
"730",730,"ARQUITECTURA","M",84.77,21,79.41,179.41
"731",731,"MECATRONICA","F",84.31,21,57.78,157.78
"732",732,"INFORMATICA","F",89.24,22,57.94,157.94
"733",733,"MECATRONICA","F",82.32,20,59.95,159.95
"734",734,"ARQUITECTURA","M",82.59,20,79.97,179.97
"735",735,"MECATRONICA","F",87.47,21,58.88,158.88
"736",736,"CIVIL","M",84.44,21,79.43,179.43
"737",737,"CIVIL","M",89.2,22,80.6,180.6
"738",738,"SISTEMAS","F",85.31,21,61.12,161.12
"739",739,"ADMINISTRACION","M",90.14,22,85.29,185.29
"740",740,"ARQUITECTURA","M",87.72,21,88.06,188.06
"741",741,"ELECTRICA","M",78.22,19,81.65,181.65
"742",742,"INFORMATICA","F",81.37,20,58,158
"743",743,"INFORMATICA","F",90.44,22,61.63,161.63
"744",744,"CIVIL","M",88.39,22,76.34,176.34
"745",745,"BIOQUIMICA","M",82.65,20,84.72,184.72
"746",746,"ELECTRICA","M",81.34,20,77.32,177.32
"747",747,"INDUSTRIAL","M",89.58,22,80.97,180.97
"748",748,"SISTEMAS","F",83.19,20,64.32,164.32
"749",749,"ADMINISTRACION","M",92.24,23,82.22,182.22
"750",750,"MECANICA","F",92.14,23,60.04,160.04
"751",751,"INDUSTRIAL","M",80.96,20,82.03,182.03
"752",752,"TIC","F",83.07,20,63.7,163.7
"753",753,"INFORMATICA","F",81.67,20,58.08,158.08
"754",754,"ADMINISTRACION","M",88.31,22,81.95,181.95
"755",755,"ELECTRONICA","M",81.53,20,84.22,184.22
"756",756,"BIOQUIMICA","M",78.95,19,78.31,178.31
"757",757,"ELECTRONICA","M",93,23,81.67,181.67
"758",758,"BIOQUIMICA","M",89.48,22,79.77,179.77
"759",759,"QUIMICA","F",88.83,22,60.24,160.24
"760",760,"ELECTRONICA","M",83.7,20,83.48,183.48
"761",761,"SISTEMAS","F",85.96,21,59.66,159.66
"762",762,"BIOQUIMICA","M",88.15,22,79.51,179.51
"763",763,"TIC","F",81.56,20,59.14,159.14
"764",764,"BIOQUIMICA","M",85.57,21,77.32,177.32
"765",765,"BIOQUIMICA","M",86.61,21,73.13,173.13
"766",766,"BIOQUIMICA","M",91.86,23,77.73,177.73
"767",767,"INFORMATICA","F",88.22,22,63.8,163.8
"768",768,"MECATRONICA","F",90.44,22,59.85,159.85
"769",769,"TIC","F",86.49,21,57.14,157.14
"770",770,"MECATRONICA","F",82.15,20,58.71,158.71
"771",771,"INDUSTRIAL","M",84.82,21,75.61,175.61
"772",772,"SISTEMAS","F",80.23,19,56.64,156.64
"773",773,"ARQUITECTURA","M",89.22,22,82.94,182.94
"774",774,"QUIMICA","F",90.91,22,59.35,159.35
"775",775,"MECANICA","F",85.78,21,61.51,161.51
"776",776,"ELECTRONICA","M",82.6,20,78.02,178.02
"777",777,"ARQUITECTURA","M",89.77,22,75.44,175.44
"778",778,"MECATRONICA","F",86.48,21,58.68,158.68
"779",779,"BIOQUIMICA","M",84.66,21,77.49,177.49
"780",780,"QUIMICA","F",89.89,22,57.92,157.92
"781",781,"TIC","F",83.37,20,59.96,159.96
"782",782,"MECATRONICA","F",89.98,22,62.22,162.22
"783",783,"MECATRONICA","F",83.08,20,60.1,160.1
"784",784,"INDUSTRIAL","M",87.36,21,73.6,173.6
"785",785,"TIC","F",89.09,22,64.24,164.24
"786",786,"BIOQUIMICA","M",81.37,20,83.73,183.73
"787",787,"MECANICA","F",87.38,21,65.4,165.4
"788",788,"CIVIL","M",85.61,21,79.24,179.24
"789",789,"ELECTRONICA","M",88.34,22,86.55,186.55
"790",790,"ARQUITECTURA","M",83.27,20,80.74,180.74
"791",791,"BIOQUIMICA","M",85.7,21,78.82,178.82
"792",792,"ARQUITECTURA","M",90.79,22,77.36,177.36
"793",793,"QUIMICA","F",86.58,21,56.73,156.73
"794",794,"ELECTRICA","M",88.85,22,83.28,183.28
"795",795,"INDUSTRIAL","F",85.23,21,62.89,162.89
"796",796,"MECANICA","F",82.43,20,62.56,162.56
"797",797,"CIVIL","M",85.96,21,82.23,182.23
"798",798,"INDUSTRIAL","F",81.76,20,60.64,160.64
"799",799,"SISTEMAS","F",77.01,18,60.58,160.58
"800",800,"ELECTRICA","M",90.05,22,86.31,186.31
"801",801,"TIC","F",82.23,20,59,159
"802",802,"ARQUITECTURA","M",79.67,19,77.86,177.86
"803",803,"QUIMICA","F",89.45,22,60.92,160.92
"804",804,"MECATRONICA","F",85.96,21,58.69,158.69
"805",805,"CIVIL","M",83.92,20,75.97,175.97
"806",806,"MECANICA","F",85.38,21,57.99,157.99
"807",807,"ELECTRICA","M",84.52,21,81.59,181.59
"808",808,"QUIMICA","F",89.45,22,64.25,164.25
"809",809,"ELECTRICA","M",88.52,22,84.93,184.93
"810",810,"ARQUITECTURA","M",80.02,19,76.5,176.5
"811",811,"ELECTRICA","M",87.22,21,80.56,180.56
"812",812,"ELECTRONICA","M",88.52,22,86.43,186.43
"813",813,"ELECTRICA","M",88.31,22,84.46,184.46
"814",814,"QUIMICA","F",77.6,19,62.12,162.12
"815",815,"ELECTRICA","M",85.18,21,80.66,180.66
"816",816,"INFORMATICA","F",92.86,23,62.74,162.74
"817",817,"QUIMICA","F",88.76,22,62.43,162.43
"818",818,"TIC","F",80.08,19,59.57,159.57
"819",819,"CIVIL","M",80.24,19,77.48,177.48
"820",820,"MECATRONICA","F",87.7,21,59.35,159.35
"821",821,"ELECTRICA","M",85.4,21,75.46,175.46
"822",822,"INFORMATICA","F",89.33,22,61.96,161.96
"823",823,"MECATRONICA","F",87.02,21,59.76,159.76
"824",824,"SISTEMAS","F",86.28,21,54.78,154.78
"825",825,"TIC","F",86.64,21,57.55,157.55
"826",826,"ARQUITECTURA","M",86.58,21,81.22,181.22
"827",827,"BIOQUIMICA","M",81.6,20,83.23,183.23
"828",828,"ELECTRICA","M",94.14,23,81.19,181.19
"829",829,"CIVIL","M",81.11,20,76.39,176.39
"830",830,"MECATRONICA","F",85.94,21,58.32,158.32
"831",831,"MECATRONICA","F",84.11,20,66.85,166.85
"832",832,"TIC","F",92.24,23,63.21,163.21
"833",833,"SISTEMAS","F",89.5,22,60.72,160.72
"834",834,"SISTEMAS","F",84.05,20,59.76,159.76
"835",835,"ELECTRONICA","M",86.71,21,79.84,179.84
"836",836,"INFORMATICA","F",90.04,22,61.77,161.77
"837",837,"ARQUITECTURA","M",93.75,23,79.31,179.31
"838",838,"TIC","F",87.05,21,58.78,158.78
"839",839,"QUIMICA","F",82.39,20,59.39,159.39
"840",840,"INDUSTRIAL","F",82.59,20,60.06,160.06
"841",841,"QUIMICA","F",92.95,23,62.17,162.17
"842",842,"ADMINISTRACION","M",78.83,19,73.04,173.04
"843",843,"CIVIL","M",96.59,24,86.16,186.16
"844",844,"INDUSTRIAL","M",85.09,21,80.57,180.57
"845",845,"INDUSTRIAL","M",84.43,21,81.31,181.31
"846",846,"ELECTRONICA","M",86.55,21,82.05,182.05
"847",847,"ARQUITECTURA","M",89.23,22,77.93,177.93
"848",848,"MECANICA","F",87.05,21,57.5,157.5
"849",849,"MECATRONICA","F",79.22,19,57.75,157.75
"850",850,"ELECTRICA","M",87.22,21,81.79,181.79
"851",851,"QUIMICA","F",87.56,21,61.42,161.42
"852",852,"MECATRONICA","F",88.28,22,57.29,157.29
"853",853,"ARQUITECTURA","M",82.43,20,79.71,179.71
"854",854,"QUIMICA","F",77.79,19,56.69,156.69
"855",855,"BIOQUIMICA","M",84.88,21,81.23,181.23
"856",856,"ARQUITECTURA","M",82.73,20,78.39,178.39
"857",857,"CIVIL","M",83.35,20,77.46,177.46
"858",858,"MECATRONICA","F",82.7,20,60.62,160.62
"859",859,"CIVIL","M",84.62,21,83.6,183.6
"860",860,"CIVIL","M",84.92,21,74.65,174.65
"861",861,"ARQUITECTURA","M",88.76,22,78.41,178.41
"862",862,"CIVIL","M",89.42,22,86.08,186.08
"863",863,"MECANICA","F",83.25,20,61.27,161.27
"864",864,"ARQUITECTURA","M",84.93,21,88.28,188.28
"865",865,"ARQUITECTURA","M",87.25,21,75.58,175.58
"866",866,"ELECTRONICA","M",90.85,22,80.49,180.49
"867",867,"INDUSTRIAL","M",85.81,21,77.11,177.11
"868",868,"MECANICA","F",80.11,19,62.66,162.66
"869",869,"MECATRONICA","F",86.8,21,62.99,162.99
"870",870,"ARQUITECTURA","M",85.59,21,81.46,181.46
"871",871,"ELECTRONICA","M",92.14,23,85.3,185.3
"872",872,"QUIMICA","F",87.19,21,62.16,162.16
"873",873,"SISTEMAS","F",83.84,20,56.77,156.77
"874",874,"BIOQUIMICA","M",84.48,21,79.16,179.16
"875",875,"INDUSTRIAL","M",84.25,20,83.24,183.24
"876",876,"ARQUITECTURA","M",86.64,21,72.72,172.72
"877",877,"CIVIL","M",86.61,21,81.02,181.02
"878",878,"ELECTRONICA","M",89.17,22,78.62,178.62
"879",879,"MECATRONICA","F",87.11,21,59.05,159.05
"880",880,"QUIMICA","F",84.73,21,57.52,157.52
"881",881,"ELECTRICA","M",82.74,20,81.17,181.17
"882",882,"QUIMICA","F",88.2,22,60.61,160.61
"883",883,"QUIMICA","F",85.78,21,61.32,161.32
"884",884,"TIC","F",86.63,21,60.83,160.83
"885",885,"INDUSTRIAL","M",89.82,22,81.41,181.41
"886",886,"SISTEMAS","F",92.07,23,61.18,161.18
"887",887,"SISTEMAS","F",82.7,20,58.55,158.55
"888",888,"MECANICA","F",91.7,23,62.28,162.28
"889",889,"INFORMATICA","F",83,20,62.45,162.45
"890",890,"ELECTRICA","M",86.92,21,80.24,180.24
"891",891,"ARQUITECTURA","M",86.77,21,79.13,179.13
"892",892,"ARQUITECTURA","M",85.04,21,80.24,180.24
"893",893,"ADMINISTRACION","M",90.83,22,83.07,183.07
"894",894,"ARQUITECTURA","M",83.72,20,78.35,178.35
"895",895,"ELECTRICA","M",88.29,22,82.64,182.64
"896",896,"ADMINISTRACION","M",85.95,21,82.23,182.23
"897",897,"INFORMATICA","F",82.77,20,55.41,155.41
"898",898,"ARQUITECTURA","M",90.21,22,77.84,177.84
"899",899,"ARQUITECTURA","M",78.77,19,76.01,176.01
"900",900,"BIOQUIMICA","M",84.18,20,83.66,183.66
"901",901,"SISTEMAS","F",80.66,19,57.66,157.66
"902",902,"MECATRONICA","F",86.67,21,59.05,159.05
"903",903,"CIVIL","M",86.92,21,79.26,179.26
"904",904,"BIOQUIMICA","M",82.12,20,83.76,183.76
"905",905,"BIOQUIMICA","M",88.25,22,81.71,181.71
"906",906,"ARQUITECTURA","M",82.42,20,79.72,179.72
"907",907,"ARQUITECTURA","M",88.28,22,77.75,177.75
"908",908,"ADMINISTRACION","M",86.82,21,81.59,181.59
"909",909,"ARQUITECTURA","M",88.48,22,79.66,179.66
"910",910,"ARQUITECTURA","M",82.75,20,71.83,171.83
"911",911,"INDUSTRIAL","F",86.33,21,62.13,162.13
"912",912,"SISTEMAS","F",84.4,21,61.06,161.06
"913",913,"MECATRONICA","F",80.91,20,59.01,159.01
"914",914,"ARQUITECTURA","M",86.53,21,80.5,180.5
"915",915,"ARQUITECTURA","M",92.14,23,77.63,177.63
"916",916,"ELECTRONICA","M",83.76,20,86.42,186.42
"917",917,"BIOQUIMICA","M",85.31,21,80.36,180.36
"918",918,"MECATRONICA","F",88.39,22,63.1,163.1
"919",919,"MECATRONICA","F",86.13,21,63.03,163.03
"920",920,"TIC","F",92.73,23,58.41,158.41
"921",921,"ELECTRICA","M",88.55,22,77.82,177.82
"922",922,"QUIMICA","F",94.04,23,60.61,160.61
"923",923,"QUIMICA","F",87.21,21,59.15,159.15
"924",924,"ARQUITECTURA","M",82.07,20,83.53,183.53
